Generator,GeneratorType,BusGenerator,MinRunCapacity,MaxRunCapacity,RampUp,RampDown,UT,DT,TransitionLevel,ProductionBand,ReservesOffline,NoLoadConsumption,StartupCost,FOR,FuelGenerator,FHGenerator,HRSGenerator,CO2Rate
THEISS_3,SLOW,A-3,60,180,3.6,3.6,8,8,60,0.1,FALSE,129,,0.0685,NAT_GAS,FH_AUSTRIA,CHP_NAT_GAS_14,0.43711
DURNROHR_VBND,SLOW,A-2,162,405,4.05,4.05,24,12,162,1,FALSE,546.75,,0.0884,COAL,FH_AUSTRIA,CCGT_NAT_GAS_19,0.97791
DURNROHR_EVN,SLOW,A-2,27,338,3.38,3.38,12,8,27,1,FALSE,0,,0.1012,NAT_GAS,FH_AUSTRIA,CST_LIGNITE_09,0.44236
THEISS_4,FAST,A-3,13,162,1.62,1.62,12,8,13,1,FALSE,0,,0.0685,NAT_GAS,FH_AUSTRIA,GST_NAT_GAS_10,0.4794
KORNEUBURG_2,FAST,A-1,82.5,150,4.5,4.5,8,4,82.5,1,FALSE,0,,0.0372,NAT_GAS,FH_AUSTRIA,CCGT_NAT_GAS_08,0.32804
THEISS_5,FAST,A-3,60,250,12.5,12.5,2,2,250,1,TRUE,337.5,,0.0945,GASOIL,FH_NWE,GST_GASOIL_03,0.79094
THEISS_1,FAST,A-3,16.8,70,3.5,3.5,2,2,70,1,TRUE,126,,0.084,NAT_GAS,FH_AUSTRIA,GT_GASOIL_01,0.47207
THEISS_2,FAST,A-3,16.8,70,3.5,3.5,2,2,70,1,TRUE,0,,0.084,NAT_GAS,FH_AUSTRIA,CHP_COAL_04,0.61089
