,id,dateTimeUtc,tso,cneName,cneEic,direction,hubFrom,hubTo,substationFrom,substationTo,elementType,fmaxType,contTso,contName,contingencies,presolved,ram,minRamFactor,minRamTarget,justification,imax,u,fmax,frm,frefInit,fnrao,fref,fcore,fall,fuaf,amr,ltaMargin,cva,iva,ftotalLtn,fltn,ptdf_ALBE,ptdf_ALDE,ptdf_AT,ptdf_BE,ptdf_CZ,ptdf_DE,ptdf_FR,ptdf_HR,ptdf_HU,ptdf_NL,ptdf_PL,ptdf_RO,ptdf_SI,ptdf_SK
2359,260824802,2023-06-12T20:00:00Z,APG,Salzburg - Tauern 231A ,14T-220-0-0231AB,OPPOSITE,AT,AT,Salzburg ,Tauern,Line,SEASONAL,APG,Salzburg - Tauern 232A,"[{'number': 1, 'branchName': 'Salzburg - Tauern 232A', 'branchEic': '14T-220-0-0232A8', 'hubFrom': 'AT', 'hubTo': 'AT', 'substationFrom': 'Salzburg ', 'substationTo': 'Tauern', 'elementType': 'Line'}]",True,303.0,34.1,0.46,LFcalc = 1.9% ; LFaccept = 5.6%,928.0,220.0,362.0,35.0,162.0,17.0,145.0,22.0,65.0,-43.0,0.0,0.0,0.0,0.0,24.0,2.0,0.00431,0.00284,0.04832,0.00477,-0.00786,0.00347,0.00773,0.00737,-0.0025,0.00266,-0.00401,-0.00048,0.01405,-0.0044
2360,260824917,2023-06-12T20:00:00Z,APG,Wien Suedost - Gyoer 245 ,10T-AT-HU-00002U,DIRECT,AT,HU,Wien Suedost,Gyoer 245,TieLine,SEASONAL,APG,Neusiedl - Wien Suedost 246A,"[{'number': 1, 'branchName': 'Neusiedl - Wien Suedost 246A', 'branchEic': '14T-220-0-0246AT', 'hubFrom': 'AT', 'hubTo': 'AT', 'substationFrom': 'Neusiedl ', 'substationTo': 'Wien Suedost', 'elementType': 'Line'}]",True,163.0,24.6,0.242,,600.0,220.0,234.0,23.0,140.0,-1.0,141.0,44.0,43.0,1.0,0.0,0.0,0.0,0.0,48.0,4.0,0.03048,0.03034,0.03959,0.03054,0.0277,0.03028,0.03088,0.01408,-0.01226,0.03016,0.01774,-0.00111,0.02841,0.00955
2361,260824919,2023-06-12T20:00:00Z,APG,Wien Suedost - Gyoer 245 ,10T-AT-HU-00002U,DIRECT,AT,HU,Wien Suedost,Gyoer 245,TieLine,SEASONAL,MAVIR,Gyor - Neusiedl Neusiedl - Gyoer 246B,"[{'number': 1, 'branchName': 'Gyor - Neusiedl', 'branchEic': '10T-AT-HU-00001W', 'hubFrom': 'HU', 'hubTo': 'AT', 'substationFrom': 'Gyor', 'substationTo': 'Neusiedl', 'elementType': 'TieLine'}, {'number': 2, 'branchName': 'Neusiedl - Gyoer 246B', 'branchEic': '10T-AT-HU-00001W', 'hubFrom': 'AT', 'hubTo': 'HU', 'substationFrom': 'Neusiedl', 'substationTo': 'Gyoer 246B', 'elementType': 'TieLine'}]",True,177.0,24.6,0.246,,600.0,220.0,234.0,23.0,140.0,-1.0,141.0,29.0,29.0,0.0,0.0,0.0,0.0,0.0,34.0,5.0,0.03243,0.03225,0.04521,0.0325,0.02908,0.03216,0.03293,0.01591,-0.01344,0.03206,0.0186,-0.00124,0.03208,0.0098
2362,260824931,2023-06-12T20:00:00Z,APG,Neusiedl - Gyoer 246B ,10T-AT-HU-00001W,DIRECT,AT,HU,Neusiedl,Gyoer 246B,TieLine,SEASONAL,MAVIR,Gyor - Wien Wien Suedost - Gyoer 245,"[{'number': 1, 'branchName': 'Gyor - Wien', 'branchEic': '10T-AT-HU-00002U', 'hubFrom': 'HU', 'hubTo': 'AT', 'substationFrom': 'Gyor', 'substationTo': 'Wien', 'elementType': 'TieLine'}, {'number': 2, 'branchName': 'Wien Suedost - Gyoer 245', 'branchEic': '10T-AT-HU-00002U', 'hubFrom': 'AT', 'hubTo': 'HU', 'substationFrom': 'Wien Suedost', 'substationTo': 'Gyoer 245', 'elementType': 'TieLine'}]",True,191.0,24.9,0.249,,600.0,220.0,234.0,23.0,132.0,-2.0,134.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,20.0,5.0,0.03252,0.03231,0.04785,0.0326,0.02883,0.0322,0.03308,0.01672,-0.01381,0.03212,0.01843,-0.00129,0.03369,0.00952
2363,260824935,2023-06-12T20:00:00Z,APG,Obersielach - Podlog 247 ,10T-AT-SI-00003P,DIRECT,AT,SI,Obersielach,Podlog,TieLine,SEASONAL,APG,Kainachtal - Obersielach 471,"[{'number': 1, 'branchName': 'Kainachtal - Obersielach 471', 'branchEic': '14T-380-0-00471D', 'hubFrom': 'AT', 'hubTo': 'AT', 'substationFrom': 'Kainachtal ', 'substationTo': 'Obersielach', 'elementType': 'Line'}]",True,276.0,26.9,0.246,,1121.0,220.0,437.0,37.0,283.0,0.0,283.0,131.0,122.0,10.0,0.0,0.0,0.0,0.0,124.0,-7.0,0.03395,0.03423,0.08401,0.03388,0.0294,0.03536,0.03319,-0.03352,0.01319,0.03398,0.02502,0.00259,-0.05808,0.02028
2364,260824947,2023-06-12T20:00:00Z,APG,Obersielach - Podlog 247 ,10T-AT-SI-00003P,DIRECT,AT,SI,Obersielach,Podlog,TieLine,SEASONAL,ELES,400 kV Cirkovce - Podlog,"[{'number': 1, 'branchName': '400 kV Cirkovce - Podlog', 'branchEic': '28T000000000301K', 'hubFrom': 'SI', 'hubTo': 'SI', 'substationFrom': 'Cirkovce', 'substationTo': 'Podlog', 'elementType': 'Line'}]",True,265.0,27.8,0.232,,1121.0,220.0,437.0,37.0,285.0,0.0,285.0,147.0,127.0,20.0,0.0,0.0,0.0,0.0,135.0,-12.0,0.03243,0.03305,0.08072,0.03226,0.03266,0.03452,0.03081,-0.04178,0.01628,0.03285,0.02703,0.00313,-0.08456,0.02359
2365,260824948,2023-06-12T20:00:00Z,APG,Obersielach - Podlog 247 ,10T-AT-SI-00003P,OPPOSITE,AT,SI,Obersielach,Podlog,TieLine,SEASONAL,ELES,400 kV Cirkovce - Podlog,"[{'number': 1, 'branchName': '400 kV Cirkovce - Podlog', 'branchEic': '28T000000000301K', 'hubFrom': 'SI', 'hubTo': 'SI', 'substationFrom': 'Cirkovce', 'substationTo': 'Podlog', 'elementType': 'Line'}]",True,535.0,27.8,0.324,,1121.0,220.0,437.0,37.0,-285.0,0.0,-285.0,-147.0,-127.0,-20.0,0.0,0.0,0.0,0.0,-135.0,12.0,-0.03243,-0.03305,-0.08072,-0.03226,-0.03266,-0.03452,-0.03081,0.04178,-0.01628,-0.03285,-0.02703,-0.00313,0.08456,-0.02359
2366,260824949,2023-06-12T20:00:00Z,APG,Obersielach - Podlog 247 ,10T-AT-SI-00003P,DIRECT,AT,SI,Obersielach,Podlog,TieLine,SEASONAL,ELES,400 kV Cirkovce - Krsko,"[{'number': 1, 'branchName': '400 kV Cirkovce - Krsko', 'branchEic': '28T000000000300M', 'hubFrom': 'SI', 'hubTo': 'SI', 'substationFrom': 'Cirkovce', 'substationTo': 'Krsko', 'elementType': 'Line'}]",True,269.0,27.8,0.244,,1121.0,220.0,437.0,37.0,282.0,0.0,282.0,138.0,123.0,15.0,0.0,0.0,0.0,0.0,131.0,-7.0,0.03475,0.0352,0.08271,0.03463,0.03288,0.03648,0.03356,-0.03944,0.01556,0.03498,0.02745,0.00297,-0.06572,0.02327
2367,260825006,2023-06-12T20:00:00Z,APG,Pleinting - St. Peter 258 ,10T-AT-DE-000037,DIRECT,DE,AT,Pleinting,St. Peter,TieLine,SEASONAL,TENNETGMBH,Pirach - Pleinting 257,"[{'number': 1, 'branchName': 'Pirach - Pleinting 257', 'branchEic': '11TD2L000000201H', 'hubFrom': 'DE', 'hubTo': 'DE', 'substationFrom': 'Pirach', 'substationTo': 'Pleinting', 'elementType': 'Line'}]",True,581.0,23.6,0.2,,1637.0,220.0,638.0,52.0,-148.0,-8.0,-140.0,5.0,-44.0,49.0,0.0,0.0,0.0,0.0,5.0,0.0,0.08248,0.08357,-0.03064,0.08224,0.03522,0.08358,0.08,-0.00291,-0.00376,0.08254,0.03753,0.00027,-0.00309,0.00965
2368,260825066,2023-06-12T20:00:00Z,APG,Strass - Thaur 273B ,14T-220-0-0273BO,DIRECT,AT,AT,Strass,Thaur,Line,SEASONAL,APG,Strass - Thaur 274B,"[{'number': 1, 'branchName': 'Strass - Thaur 274B', 'branchEic': '14T-220-0-0274BL', 'hubFrom': 'AT', 'hubTo': 'AT', 'substationFrom': 'Strass', 'substationTo': 'Thaur', 'elementType': 'Line'}]",True,404.0,19.7,0.201,LFcalc = 12.6% ; LFaccept = 6.4%,1274.0,220.0,497.0,39.0,257.0,-2.0,259.0,53.0,55.0,-2.0,0.0,0.0,0.0,0.0,54.0,1.0,-0.03586,-0.03523,0.07085,-0.03609,-0.01194,-0.03846,-0.03712,0.00437,-0.00012,-0.0346,-0.014,-0.00032,0.00772,-0.00498
