Line,LineType,FromBus,ToBus,Reactance,FlowLimitForw,FlowLimitBack,FOR
Rom_26.To.Rom_71,AC,Rom_26,Rom_71,1212,99,99,0.003
Rom_31.To.Rom_65,AC,Rom_31,Rom_65,5211,99,99,0.003
Rom_33.To.Rom_17,AC,Rom_33,Rom_17,11515,99,99,0.003
Rom_33.To.Rom_45,AC,Rom_33,Rom_45,2909,99,99,0.003
Rom_39.To.Rom_72,AC,Rom_39,Rom_72,4848,99,99,0.003
Rom_43.To.Rom_1,DC,Rom_43,Rom_1,0.00001,99,99,0.003
Rom_43.To.Rom_45,AC,Rom_43,Rom_45,606,99,99,0.003
Rom_43.To.Rom_72,AC,Rom_43,Rom_72,776,99,99,0.003
Rom_43.To.Rom_85,AC,Rom_43,Rom_85,2424,99,99,0.003
Rom_46.To.Rom_34,AC,Rom_46,Rom_34,1697,99,99,0.003
Rom_46.To.Rom_70,AC,Rom_46,Rom_70,3151,99,99,0.003
Rom_53.To.Hun_10,AC,Rom_53,Hun_10,1575,99,99,0.003
Rom_53.To.Rom_54,AC,Rom_53,Rom_54,2909,99,99,0.003
Rom_54.To.Rom_65,AC,Rom_54,Rom_65,5696,99,99,0.003
Rom_56.To.Rom_17,AC,Rom_56,Rom_17,2303,99,99,0.003
Rom_59.To.Rom_71,AC,Rom_59,Rom_71,6787,99,99,0.003
Rom_59.To.Rom_88,AC,Rom_59,Rom_88,3636,99,99,0.003
Rom_65.To.Rom_34,AC,Rom_65,Rom_34,4727,99,99,0.003
Rom_70.To.Rom_12,AC,Rom_70,Rom_12,509,99,99,0.003
Rom_70.To.Rom_50,AC,Rom_70,Rom_50,4727,99,99,0.003
Rom_71.To.Rom_14,AC,Rom_71,Rom_14,6423,99,99,0.003
Rom_72.To.Rom_45,AC,Rom_72,Rom_45,1575,99,99,0.003
Rom_77.To.Rom_10,AC,Rom_77,Rom_10,4727,99,99,0.003
Rom_77.To.BGR_16,AC,Rom_77,BGR_16,1697,99,99,0.003
Rom_77.To.Rom_70,AC,Rom_77,Rom_70,9695,99,99,0.003
Rom_77.To.Rom_71,AC,Rom_77,Rom_71,2909,99,99,0.003
Rom_86.To.Rom_77,AC,Rom_86,Rom_77,725,99,99,0.003
Rom_88.To.Rom_66,AC,Rom_88,Rom_66,182,99,99,0.003
Rom_88.To.Rom_77,AC,Rom_88,Rom_77,3272,99,99,0.003
Slk_2.To.Slk_13,AC,Slk_2,Slk_13,3589,707,707,0.003
Slk_2.To.Slk_22,AC,Slk_2,Slk_22,2895,707,707,0.003
Slk_4.To.Slk_22,AC,Slk_4,Slk_22,4322,707,707,0.003
Slk_5.To.Cze_4,AC,Slk_5,Cze_4,982,707,707,0.003
Slk_5.To.Slk_8,AC,Slk_5,Slk_8,8657,707,707,0.003
Slk_6.To.Slk_25,AC,Slk_6,Slk_25,7565,707,707,0.003
Slk_7.To.Slk_23,AC,Slk_7,Slk_23,3999,707,707,0.003
Slk_9.To.Slk_4,AC,Slk_9,Slk_4,3831,707,707,0.003
Slk_9.To.Slk_14,AC,Slk_9,Slk_14,5117,707,707,0.003
Slk_11.To.Cze_25,AC,Slk_11,Cze_25,12648,707,707,0.003
Slk_11.To.Slk_15,AC,Slk_11,Slk_15,3517,707,707,0.003
Slk_12.To.Slk_14,AC,Slk_12,Slk_14,626573318216,707,707,0.003
Slk_12.To.Slk_10,AC,Slk_12,Slk_10,2165,707,707,0.003
Slk_12.To.Slk_15,AC,Slk_12,Slk_15,2746,707,707,0.003
Slk_13.To.Pol_89,AC,Slk_13,Pol_89,1941,707,707,0.003
Slk_13.To.Slk_3,AC,Slk_13,Slk_3,1963,707,707,0.003
Slk_13.To.Slk_6,AC,Slk_13,Slk_6,25876,707,707,0.003
Slk_13.To.Slk_22,AC,Slk_13,Slk_22,3613,707,707,0.003
Slk_15.To.Cze_25,AC,Slk_15,Cze_25,5944,707,707,0.003
Slk_15.To.Slk_7,AC,Slk_15,Slk_7,12,707,707,0.003
Slk_15.To.Slk_8,AC,Slk_15,Slk_8,868,707,707,0.003
Slk_16.To.Cze_25,AC,Slk_16,Cze_25,3741,707,707,0.003
Slk_16.To.Slk_17,AC,Slk_16,Slk_17,77,707,707,0.003
Slk_17.To.Slk_15,AC,Slk_17,Slk_15,2053,707,707,0.003
Slk_17.To.Slk_18,AC,Slk_17,Slk_18,2071,707,707,0.003
Slk_18.To.Hun_6,AC,Slk_18,Hun_6,1269,707,707,0.003
Slk_19.To.Slk_25,AC,Slk_19,Slk_25,2657,707,707,0.003
Slk_20.To.Slk_13,AC,Slk_20,Slk_13,2949,707,707,0.003
Slk_20.To.Slk_24,AC,Slk_20,Slk_24,4438,707,707,0.003
Slk_21.To.Slk_24,AC,Slk_21,Slk_24,1707,707,707,0.003
Slk_22.To.Hun_1,DC,Slk_22,Hun_1,0.00001,707,707,0.003
Slk_25.To.Slk_8,AC,Slk_25,Slk_8,792,707,707,0.003
Slk_25.To.Slk_10,AC,Slk_25,Slk_10,3937,707,707,0.003
Slk_25.To.Slk_23,AC,Slk_25,Slk_23,404,707,707,0.003
Slk_25.To.Slk_24,AC,Slk_25,Slk_24,94,707,707,0.003
Slv_2.To.Cro_8,AC,Slv_2,Cro_8,10755,754,754,0.003
Slv_3.To.Aus_26,AC,Slv_3,Aus_26,10265,754,754,0.003
Slv_3.To.Slv_1,AC,Slv_3,Slv_1,2922,754,754,0.003
Slv_3.To.Slv_2,AC,Slv_3,Slv_2,7364,754,754,0.003
Slv_5.To.Slv_3,AC,Slv_5,Slv_3,151199707397,754,754,0.003
Slv_5.To.Slv_4,AC,Slv_5,Slv_4,89,754,754,0.003
Slv_6.To.Cro_10,AC,Slv_6,Cro_10,753,754,754,0.003
Slv_6.To.Slv_1,AC,Slv_6,Slv_1,2935,754,754,0.003
Slv_7.To.Cro_14,AC,Slv_7,Cro_14,222465325004,754,754,0.003
Slv_7.To.Slv_5,AC,Slv_7,Slv_5,142386206507,754,754,0.003
Slv_7.To.Ita_75,AC,Slv_7,Ita_75,3064,754,754,0.003
Slv_7.To.Ita_84,AC,Slv_7,Ita_84,2038,754,754,0.003
