zone,time,value
Aus_15,40,39.931588065435015
Aus_15,41,39.931588065435015
Aus_15,42,39.931588065435015
Aus_15,43,36.46869048198934
Aus_15,44,37.58682236739854
Aus_15,45,43.12603710258438
Aus_15,46,56.592902974599
Aus_15,47,43.12603710258438
Aus_15,48,36.46869048198934
Aus_15,49,36.46869048198934
Aus_15,50,43.12603710258438
Aus_15,51,45.79013192420433
Aus_15,52,43.12603710258438
Aus_15,53,36.46869048198934
Aus_15,54,43.12603710258438
Aus_15,55,43.12603710258438
Aus_15,56,43.12603710258438
Aus_15,57,132.55504486099997
Aus_15,58,43.12603710258438
Aus_15,59,45.79013192420433
Aus_15,60,59.06556600262136
Aus_15,61,47.06380287775479
Aus_15,62,43.12603710258438
Aus_15,63,43.12603710258438
Aus_15,64,43.12603710258438
Aus_15,65,43.12603710258438
Aus_15,66,36.46869048198934
Aus_15,67,36.46869048198934
Aus_15,68,36.46869048198934
Aus_15,69,36.41720355446955
Aus_15,70,36.41720355446957
Aus_15,71,36.41720355446957
Aus_15,72,36.41720355446955
Aus_15,73,36.41720355446955
Aus_15,74,36.41720355446955
Aus_15,75,36.41720355446957
Aus_15,76,36.41720355446955
Aus_15,77,36.41720355446955
Aus_15,78,36.41720355446957
Aus_15,79,36.41720355446957
Aus_15,80,39.930006386530714
Aus_15,81,43.12603710258438
Aus_15,82,51.73566894080626
Aus_15,83,51.73566894080626
Aus_15,84,51.73566894080626
Aus_15,85,228.98927063288232
Aus_15,86,51.73566894080626
Aus_15,87,51.73566894080626
Aus_15,88,62.153956727830895
Aus_15,89,52.8213442395699
Aus_15,90,52.8213442395699
Aus_15,91,52.8213442395699
Aus_15,92,46.92783830904409
Aus_15,93,46.92783830904409
Aus_15,94,46.92783830904409
Aus_15,95,46.92783830904409
Aus_15,96,46.92783830904409
Aus_16,1,49.751801994320175
Aus_16,2,44.49255667570844
Aus_16,3,43.12603710258438
Aus_16,4,51.11832156744424
Aus_16,5,43.12603710258438
Aus_16,6,43.12603710258438
Aus_16,7,43.12603710258438
Aus_16,8,43.12603710258438
Aus_16,9,40.43424310237546
Aus_16,10,43.12603710258438
Aus_16,11,43.12603710258438
Aus_16,12,89.17258839260215
Aus_16,13,43.12603710258438
Aus_16,14,46.92783830904409
Aus_16,15,46.92783830904409
Aus_16,16,55.39972936487234
Aus_16,17,46.92783830904409
Aus_16,18,46.92783830904409
Aus_16,19,49.23197329967305
Aus_16,20,98.1417988401266
Aus_16,21,51.14498890506367
Aus_16,22,56.71919420962371
Aus_16,23,2777.430189218635
Aus_16,24,2777.430189218635
Aus_16,25,2777.430189218635
Aus_16,26,2777.430189218635
Aus_16,27,2885.8660881558353
Aus_16,28,77.78776250491501
Aus_16,29,59.290871788793666
Aus_16,30,43.12603710258438
Aus_16,31,-1.4539844990012178e-14
Aus_16,32,6.6787541963995914e-15
Aus_16,33,-1.4921397450962104e-13
Aus_16,34,-5.684341886080802e-14
Aus_16,35,-4.618527782440651e-14
Aus_16,36,-4.618527782440651e-14
Aus_16,37,-1.4210854715202004e-13
Aus_16,38,-1.5631940186722204e-13
Aus_16,39,-1.0916996020540744e-13
Aus_16,40,-6.541241562359924e-14
Aus_16,41,-1.5674424120392215e-14
Aus_16,42,-6.541241562359924e-14
Aus_16,43,1.3218606102596437e-14
Aus_16,44,2.0075758307447675e-14
Aus_16,45,43.12603710258438
Aus_16,46,56.592902974599
Aus_16,47,43.12603710258438
Aus_16,48,1.3218606102596437e-14
Aus_16,49,36.46869048198934
Aus_16,50,43.12603710258438
Aus_16,51,45.79013192420433
Aus_16,52,43.12603710258438
Aus_16,53,36.46869048198934
Aus_16,54,43.12603710258438
Aus_16,55,43.12603710258438
Aus_16,56,43.12603710258438
