zone,bus,fuel,generator,time,value
France,Fra_48,Nuclear,Dampierre Nuclear Power Plant France,67,3864.0
France,Fra_48,Nuclear,Dampierre Nuclear Power Plant France,68,3864.0
France,Fra_48,Nuclear,Dampierre Nuclear Power Plant France,69,3864.0
France,Fra_48,Nuclear,Dampierre Nuclear Power Plant France,70,3864.0
France,Fra_48,Nuclear,Dampierre Nuclear Power Plant France,71,3864.0
France,Fra_48,Nuclear,Dampierre Nuclear Power Plant France,72,3864.0
France,Fra_48,Nuclear,Dampierre Nuclear Power Plant France,73,3864.0
France,Fra_48,Nuclear,Dampierre Nuclear Power Plant France,74,3864.0
France,Fra_48,Nuclear,Dampierre Nuclear Power Plant France,75,3864.0
France,Fra_48,Nuclear,Dampierre Nuclear Power Plant France,76,3864.0
France,Fra_48,Nuclear,Dampierre Nuclear Power Plant France,77,3864.0
France,Fra_48,Nuclear,Dampierre Nuclear Power Plant France,78,3864.0
France,Fra_48,Nuclear,Dampierre Nuclear Power Plant France,79,3864.0
France,Fra_48,Nuclear,Dampierre Nuclear Power Plant France,80,3864.0
France,Fra_48,Nuclear,Dampierre Nuclear Power Plant France,81,3864.0
France,Fra_48,Nuclear,Dampierre Nuclear Power Plant France,82,3864.0
France,Fra_48,Nuclear,Dampierre Nuclear Power Plant France,83,3864.0
France,Fra_48,Nuclear,Dampierre Nuclear Power Plant France,84,3864.0
France,Fra_48,Nuclear,Dampierre Nuclear Power Plant France,85,3864.0
France,Fra_48,Nuclear,Dampierre Nuclear Power Plant France,86,3864.0
France,Fra_48,Nuclear,Dampierre Nuclear Power Plant France,87,3864.0
France,Fra_48,Nuclear,Dampierre Nuclear Power Plant France,88,3864.0
France,Fra_48,Nuclear,Dampierre Nuclear Power Plant France,89,3864.0
France,Fra_48,Nuclear,Dampierre Nuclear Power Plant France,90,3864.0
France,Fra_48,Nuclear,Dampierre Nuclear Power Plant France,91,3864.0
France,Fra_48,Nuclear,Dampierre Nuclear Power Plant France,92,3864.0
France,Fra_48,Nuclear,Dampierre Nuclear Power Plant France,93,3864.0
France,Fra_48,Nuclear,Dampierre Nuclear Power Plant France,94,3864.0
France,Fra_48,Nuclear,Dampierre Nuclear Power Plant France,95,3864.0
France,Fra_48,Nuclear,Dampierre Nuclear Power Plant France,96,3864.0
France,Fra_43,Nuclear,Chooz Nuclear Power Plant France,1,3120.0
France,Fra_43,Nuclear,Chooz Nuclear Power Plant France,2,3120.0
France,Fra_43,Nuclear,Chooz Nuclear Power Plant France,3,3120.0
France,Fra_43,Nuclear,Chooz Nuclear Power Plant France,4,3120.0
France,Fra_43,Nuclear,Chooz Nuclear Power Plant France,5,3120.0
France,Fra_43,Nuclear,Chooz Nuclear Power Plant France,6,3120.0
France,Fra_43,Nuclear,Chooz Nuclear Power Plant France,7,3120.0
France,Fra_43,Nuclear,Chooz Nuclear Power Plant France,8,3120.0
France,Fra_43,Nuclear,Chooz Nuclear Power Plant France,9,3120.0
France,Fra_43,Nuclear,Chooz Nuclear Power Plant France,10,3120.0
France,Fra_43,Nuclear,Chooz Nuclear Power Plant France,11,3120.0
France,Fra_43,Nuclear,Chooz Nuclear Power Plant France,12,3120.0
France,Fra_43,Nuclear,Chooz Nuclear Power Plant France,13,3120.0
France,Fra_43,Nuclear,Chooz Nuclear Power Plant France,14,3120.0
France,Fra_43,Nuclear,Chooz Nuclear Power Plant France,15,3120.0
France,Fra_43,Nuclear,Chooz Nuclear Power Plant France,16,3120.0
France,Fra_43,Nuclear,Chooz Nuclear Power Plant France,17,3120.0
France,Fra_43,Nuclear,Chooz Nuclear Power Plant France,18,3120.0
France,Fra_43,Nuclear,Chooz Nuclear Power Plant France,19,3120.0
France,Fra_43,Nuclear,Chooz Nuclear Power Plant France,20,3120.0
France,Fra_43,Nuclear,Chooz Nuclear Power Plant France,21,3120.0
France,Fra_43,Nuclear,Chooz Nuclear Power Plant France,22,3120.0
France,Fra_43,Nuclear,Chooz Nuclear Power Plant France,23,3120.0
France,Fra_43,Nuclear,Chooz Nuclear Power Plant France,24,3120.0
France,Fra_43,Nuclear,Chooz Nuclear Power Plant France,25,3120.0
France,Fra_43,Nuclear,Chooz Nuclear Power Plant France,26,3120.0
France,Fra_43,Nuclear,Chooz Nuclear Power Plant France,27,3120.0
France,Fra_43,Nuclear,Chooz Nuclear Power Plant France,28,3120.0
France,Fra_43,Nuclear,Chooz Nuclear Power Plant France,29,3120.0
France,Fra_43,Nuclear,Chooz Nuclear Power Plant France,30,3120.0
France,Fra_43,Nuclear,Chooz Nuclear Power Plant France,31,3120.0
France,Fra_43,Nuclear,Chooz Nuclear Power Plant France,32,3120.0
France,Fra_43,Nuclear,Chooz Nuclear Power Plant France,33,3120.0
France,Fra_43,Nuclear,Chooz Nuclear Power Plant France,34,3120.0
France,Fra_43,Nuclear,Chooz Nuclear Power Plant France,35,3120.0
France,Fra_43,Nuclear,Chooz Nuclear Power Plant France,36,3120.0
France,Fra_43,Nuclear,Chooz Nuclear Power Plant France,37,3120.0
France,Fra_43,Nuclear,Chooz Nuclear Power Plant France,38,3120.0
France,Fra_43,Nuclear,Chooz Nuclear Power Plant France,39,3120.0
France,Fra_43,Nuclear,Chooz Nuclear Power Plant France,40,3120.0
France,Fra_43,Nuclear,Chooz Nuclear Power Plant France,41,3120.0
France,Fra_43,Nuclear,Chooz Nuclear Power Plant France,42,3120.0
France,Fra_43,Nuclear,Chooz Nuclear Power Plant France,43,3120.0
France,Fra_43,Nuclear,Chooz Nuclear Power Plant France,44,3120.0
France,Fra_43,Nuclear,Chooz Nuclear Power Plant France,45,3120.0
France,Fra_43,Nuclear,Chooz Nuclear Power Plant France,46,3120.0
France,Fra_43,Nuclear,Chooz Nuclear Power Plant France,47,3120.0
France,Fra_43,Nuclear,Chooz Nuclear Power Plant France,48,3120.0
France,Fra_43,Nuclear,Chooz Nuclear Power Plant France,49,3120.0
France,Fra_43,Nuclear,Chooz Nuclear Power Plant France,50,3120.0
France,Fra_43,Nuclear,Chooz Nuclear Power Plant France,51,3120.0
France,Fra_43,Nuclear,Chooz Nuclear Power Plant France,52,3120.0
France,Fra_43,Nuclear,Chooz Nuclear Power Plant France,53,3120.0
France,Fra_43,Nuclear,Chooz Nuclear Power Plant France,54,3120.0
France,Fra_43,Nuclear,Chooz Nuclear Power Plant France,55,3120.0
France,Fra_43,Nuclear,Chooz Nuclear Power Plant France,56,3120.0
France,Fra_43,Nuclear,Chooz Nuclear Power Plant France,57,3120.0
France,Fra_43,Nuclear,Chooz Nuclear Power Plant France,58,3120.0
France,Fra_43,Nuclear,Chooz Nuclear Power Plant France,59,3120.0
France,Fra_43,Nuclear,Chooz Nuclear Power Plant France,60,3120.0
France,Fra_43,Nuclear,Chooz Nuclear Power Plant France,61,3120.0
France,Fra_43,Nuclear,Chooz Nuclear Power Plant France,62,3120.0
France,Fra_43,Nuclear,Chooz Nuclear Power Plant France,63,3120.0
France,Fra_43,Nuclear,Chooz Nuclear Power Plant France,64,3120.0
France,Fra_43,Nuclear,Chooz Nuclear Power Plant France,65,3115.9433130540806
France,Fra_43,Nuclear,Chooz Nuclear Power Plant France,66,3120.0
France,Fra_43,Nuclear,Chooz Nuclear Power Plant France,67,3120.0
France,Fra_43,Nuclear,Chooz Nuclear Power Plant France,68,3120.0
France,Fra_43,Nuclear,Chooz Nuclear Power Plant France,69,3120.0
France,Fra_43,Nuclear,Chooz Nuclear Power Plant France,70,3120.0
France,Fra_43,Nuclear,Chooz Nuclear Power Plant France,71,3120.0
France,Fra_43,Nuclear,Chooz Nuclear Power Plant France,72,3120.0
France,Fra_43,Nuclear,Chooz Nuclear Power Plant France,73,3120.0
France,Fra_43,Nuclear,Chooz Nuclear Power Plant France,74,3120.0
France,Fra_43,Nuclear,Chooz Nuclear Power Plant France,75,3120.0
France,Fra_43,Nuclear,Chooz Nuclear Power Plant France,76,3120.0
France,Fra_43,Nuclear,Chooz Nuclear Power Plant France,77,3120.0
France,Fra_43,Nuclear,Chooz Nuclear Power Plant France,78,3120.0
France,Fra_43,Nuclear,Chooz Nuclear Power Plant France,79,3120.0
France,Fra_43,Nuclear,Chooz Nuclear Power Plant France,80,3120.0
France,Fra_43,Nuclear,Chooz Nuclear Power Plant France,81,3120.0
France,Fra_43,Nuclear,Chooz Nuclear Power Plant France,82,3120.0
France,Fra_43,Nuclear,Chooz Nuclear Power Plant France,83,3120.0
France,Fra_43,Nuclear,Chooz Nuclear Power Plant France,84,3120.0
France,Fra_43,Nuclear,Chooz Nuclear Power Plant France,85,3120.0
France,Fra_43,Nuclear,Chooz Nuclear Power Plant France,86,3120.0
France,Fra_43,Nuclear,Chooz Nuclear Power Plant France,87,3120.0
France,Fra_43,Nuclear,Chooz Nuclear Power Plant France,88,3120.0
France,Fra_43,Nuclear,Chooz Nuclear Power Plant France,89,3120.0
France,Fra_43,Nuclear,Chooz Nuclear Power Plant France,90,3120.0
France,Fra_43,Nuclear,Chooz Nuclear Power Plant France,91,3120.0
France,Fra_43,Nuclear,Chooz Nuclear Power Plant France,92,3120.0
France,Fra_43,Nuclear,Chooz Nuclear Power Plant France,93,3120.0
France,Fra_43,Nuclear,Chooz Nuclear Power Plant France,94,3120.0
France,Fra_43,Nuclear,Chooz Nuclear Power Plant France,95,3120.0
France,Fra_43,Nuclear,Chooz Nuclear Power Plant France,96,3120.0
France,Fra_310,Natural Gas,"Brennilis Combustion Gas Power Plant, France",1,0.0
France,Fra_310,Natural Gas,"Brennilis Combustion Gas Power Plant, France",2,0.0
France,Fra_310,Natural Gas,"Brennilis Combustion Gas Power Plant, France",3,0.0
France,Fra_310,Natural Gas,"Brennilis Combustion Gas Power Plant, France",4,0.0
France,Fra_310,Natural Gas,"Brennilis Combustion Gas Power Plant, France",5,0.0
France,Fra_310,Natural Gas,"Brennilis Combustion Gas Power Plant, France",6,0.0
France,Fra_310,Natural Gas,"Brennilis Combustion Gas Power Plant, France",7,0.0
France,Fra_310,Natural Gas,"Brennilis Combustion Gas Power Plant, France",8,0.0
France,Fra_310,Natural Gas,"Brennilis Combustion Gas Power Plant, France",9,0.0
France,Fra_310,Natural Gas,"Brennilis Combustion Gas Power Plant, France",10,0.0
France,Fra_310,Natural Gas,"Brennilis Combustion Gas Power Plant, France",11,0.0
France,Fra_310,Natural Gas,"Brennilis Combustion Gas Power Plant, France",12,0.0
France,Fra_310,Natural Gas,"Brennilis Combustion Gas Power Plant, France",13,0.0
France,Fra_310,Natural Gas,"Brennilis Combustion Gas Power Plant, France",14,0.0
France,Fra_310,Natural Gas,"Brennilis Combustion Gas Power Plant, France",15,0.0
France,Fra_310,Natural Gas,"Brennilis Combustion Gas Power Plant, France",16,0.0
France,Fra_310,Natural Gas,"Brennilis Combustion Gas Power Plant, France",17,0.0
France,Fra_310,Natural Gas,"Brennilis Combustion Gas Power Plant, France",18,0.0
France,Fra_310,Natural Gas,"Brennilis Combustion Gas Power Plant, France",19,0.0
France,Fra_310,Natural Gas,"Brennilis Combustion Gas Power Plant, France",20,0.0
France,Fra_310,Natural Gas,"Brennilis Combustion Gas Power Plant, France",21,0.0
France,Fra_310,Natural Gas,"Brennilis Combustion Gas Power Plant, France",22,0.0
France,Fra_310,Natural Gas,"Brennilis Combustion Gas Power Plant, France",23,0.0
France,Fra_310,Natural Gas,"Brennilis Combustion Gas Power Plant, France",24,0.0
France,Fra_310,Natural Gas,"Brennilis Combustion Gas Power Plant, France",25,0.0
France,Fra_310,Natural Gas,"Brennilis Combustion Gas Power Plant, France",26,0.0
France,Fra_310,Natural Gas,"Brennilis Combustion Gas Power Plant, France",27,0.0
France,Fra_310,Natural Gas,"Brennilis Combustion Gas Power Plant, France",28,0.0
France,Fra_310,Natural Gas,"Brennilis Combustion Gas Power Plant, France",29,0.0
France,Fra_310,Natural Gas,"Brennilis Combustion Gas Power Plant, France",30,0.0
France,Fra_310,Natural Gas,"Brennilis Combustion Gas Power Plant, France",31,0.0
France,Fra_310,Natural Gas,"Brennilis Combustion Gas Power Plant, France",32,0.0
France,Fra_310,Natural Gas,"Brennilis Combustion Gas Power Plant, France",33,0.0
France,Fra_310,Natural Gas,"Brennilis Combustion Gas Power Plant, France",34,0.0
France,Fra_310,Natural Gas,"Brennilis Combustion Gas Power Plant, France",35,0.0
France,Fra_310,Natural Gas,"Brennilis Combustion Gas Power Plant, France",36,0.0
France,Fra_310,Natural Gas,"Brennilis Combustion Gas Power Plant, France",37,0.0
France,Fra_310,Natural Gas,"Brennilis Combustion Gas Power Plant, France",38,0.0
France,Fra_310,Natural Gas,"Brennilis Combustion Gas Power Plant, France",39,0.0
France,Fra_310,Natural Gas,"Brennilis Combustion Gas Power Plant, France",40,0.0
France,Fra_310,Natural Gas,"Brennilis Combustion Gas Power Plant, France",41,0.0
France,Fra_310,Natural Gas,"Brennilis Combustion Gas Power Plant, France",42,0.0
France,Fra_310,Natural Gas,"Brennilis Combustion Gas Power Plant, France",43,0.0
France,Fra_310,Natural Gas,"Brennilis Combustion Gas Power Plant, France",44,0.0
France,Fra_310,Natural Gas,"Brennilis Combustion Gas Power Plant, France",45,0.0
France,Fra_310,Natural Gas,"Brennilis Combustion Gas Power Plant, France",46,0.0
France,Fra_310,Natural Gas,"Brennilis Combustion Gas Power Plant, France",47,0.0
France,Fra_310,Natural Gas,"Brennilis Combustion Gas Power Plant, France",48,0.0
France,Fra_310,Natural Gas,"Brennilis Combustion Gas Power Plant, France",49,0.0
France,Fra_310,Natural Gas,"Brennilis Combustion Gas Power Plant, France",50,0.0
France,Fra_310,Natural Gas,"Brennilis Combustion Gas Power Plant, France",51,0.0
France,Fra_310,Natural Gas,"Brennilis Combustion Gas Power Plant, France",52,0.0
France,Fra_310,Natural Gas,"Brennilis Combustion Gas Power Plant, France",53,0.0
France,Fra_310,Natural Gas,"Brennilis Combustion Gas Power Plant, France",54,0.0
France,Fra_310,Natural Gas,"Brennilis Combustion Gas Power Plant, France",55,0.0
France,Fra_310,Natural Gas,"Brennilis Combustion Gas Power Plant, France",56,0.0
France,Fra_310,Natural Gas,"Brennilis Combustion Gas Power Plant, France",57,0.0
France,Fra_310,Natural Gas,"Brennilis Combustion Gas Power Plant, France",58,0.0
France,Fra_310,Natural Gas,"Brennilis Combustion Gas Power Plant, France",59,0.0
France,Fra_310,Natural Gas,"Brennilis Combustion Gas Power Plant, France",60,0.0
France,Fra_310,Natural Gas,"Brennilis Combustion Gas Power Plant, France",61,0.0
France,Fra_310,Natural Gas,"Brennilis Combustion Gas Power Plant, France",62,0.0
France,Fra_310,Natural Gas,"Brennilis Combustion Gas Power Plant, France",63,0.0
France,Fra_310,Natural Gas,"Brennilis Combustion Gas Power Plant, France",64,0.0
France,Fra_310,Natural Gas,"Brennilis Combustion Gas Power Plant, France",65,0.0
France,Fra_310,Natural Gas,"Brennilis Combustion Gas Power Plant, France",66,0.0
France,Fra_310,Natural Gas,"Brennilis Combustion Gas Power Plant, France",67,0.0
France,Fra_310,Natural Gas,"Brennilis Combustion Gas Power Plant, France",68,0.0
France,Fra_310,Natural Gas,"Brennilis Combustion Gas Power Plant, France",69,0.0
France,Fra_310,Natural Gas,"Brennilis Combustion Gas Power Plant, France",70,0.0
France,Fra_310,Natural Gas,"Brennilis Combustion Gas Power Plant, France",71,0.0
France,Fra_310,Natural Gas,"Brennilis Combustion Gas Power Plant, France",72,0.0
France,Fra_310,Natural Gas,"Brennilis Combustion Gas Power Plant, France",73,0.0
France,Fra_310,Natural Gas,"Brennilis Combustion Gas Power Plant, France",74,0.0
France,Fra_310,Natural Gas,"Brennilis Combustion Gas Power Plant, France",75,0.0
France,Fra_310,Natural Gas,"Brennilis Combustion Gas Power Plant, France",76,0.0
France,Fra_310,Natural Gas,"Brennilis Combustion Gas Power Plant, France",77,0.0
France,Fra_310,Natural Gas,"Brennilis Combustion Gas Power Plant, France",78,0.0
France,Fra_310,Natural Gas,"Brennilis Combustion Gas Power Plant, France",79,0.0
France,Fra_310,Natural Gas,"Brennilis Combustion Gas Power Plant, France",80,0.0
France,Fra_310,Natural Gas,"Brennilis Combustion Gas Power Plant, France",81,0.0
France,Fra_310,Natural Gas,"Brennilis Combustion Gas Power Plant, France",82,0.0
France,Fra_310,Natural Gas,"Brennilis Combustion Gas Power Plant, France",83,0.0
France,Fra_310,Natural Gas,"Brennilis Combustion Gas Power Plant, France",84,0.0
France,Fra_310,Natural Gas,"Brennilis Combustion Gas Power Plant, France",85,0.0
France,Fra_310,Natural Gas,"Brennilis Combustion Gas Power Plant, France",86,0.0
France,Fra_310,Natural Gas,"Brennilis Combustion Gas Power Plant, France",87,0.0
France,Fra_310,Natural Gas,"Brennilis Combustion Gas Power Plant, France",88,0.0
France,Fra_310,Natural Gas,"Brennilis Combustion Gas Power Plant, France",89,0.0
France,Fra_310,Natural Gas,"Brennilis Combustion Gas Power Plant, France",90,0.0
France,Fra_310,Natural Gas,"Brennilis Combustion Gas Power Plant, France",91,0.0
France,Fra_310,Natural Gas,"Brennilis Combustion Gas Power Plant, France",92,0.0
France,Fra_310,Natural Gas,"Brennilis Combustion Gas Power Plant, France",93,0.0
France,Fra_310,Natural Gas,"Brennilis Combustion Gas Power Plant, France",94,0.0
France,Fra_310,Natural Gas,"Brennilis Combustion Gas Power Plant, France",95,0.0
France,Fra_310,Natural Gas,"Brennilis Combustion Gas Power Plant, France",96,0.0
France,Fra_309,Natural Gas,"Dirinon Combustion Gas Power Plant, France",1,0.0
France,Fra_309,Natural Gas,"Dirinon Combustion Gas Power Plant, France",2,0.0
France,Fra_309,Natural Gas,"Dirinon Combustion Gas Power Plant, France",3,0.0
France,Fra_309,Natural Gas,"Dirinon Combustion Gas Power Plant, France",4,0.0
France,Fra_309,Natural Gas,"Dirinon Combustion Gas Power Plant, France",5,0.0
France,Fra_309,Natural Gas,"Dirinon Combustion Gas Power Plant, France",6,0.0
France,Fra_309,Natural Gas,"Dirinon Combustion Gas Power Plant, France",7,0.0
France,Fra_309,Natural Gas,"Dirinon Combustion Gas Power Plant, France",8,0.0
France,Fra_309,Natural Gas,"Dirinon Combustion Gas Power Plant, France",9,0.0
France,Fra_309,Natural Gas,"Dirinon Combustion Gas Power Plant, France",10,0.0
France,Fra_309,Natural Gas,"Dirinon Combustion Gas Power Plant, France",11,0.0
France,Fra_309,Natural Gas,"Dirinon Combustion Gas Power Plant, France",12,0.0
France,Fra_309,Natural Gas,"Dirinon Combustion Gas Power Plant, France",13,0.0
France,Fra_309,Natural Gas,"Dirinon Combustion Gas Power Plant, France",14,0.0
France,Fra_309,Natural Gas,"Dirinon Combustion Gas Power Plant, France",15,0.0
France,Fra_309,Natural Gas,"Dirinon Combustion Gas Power Plant, France",16,0.0
France,Fra_309,Natural Gas,"Dirinon Combustion Gas Power Plant, France",17,0.0
France,Fra_309,Natural Gas,"Dirinon Combustion Gas Power Plant, France",18,0.0
France,Fra_309,Natural Gas,"Dirinon Combustion Gas Power Plant, France",19,0.0
France,Fra_309,Natural Gas,"Dirinon Combustion Gas Power Plant, France",20,0.0
France,Fra_309,Natural Gas,"Dirinon Combustion Gas Power Plant, France",21,0.0
France,Fra_309,Natural Gas,"Dirinon Combustion Gas Power Plant, France",22,0.0
France,Fra_309,Natural Gas,"Dirinon Combustion Gas Power Plant, France",23,0.0
France,Fra_309,Natural Gas,"Dirinon Combustion Gas Power Plant, France",24,0.0
France,Fra_309,Natural Gas,"Dirinon Combustion Gas Power Plant, France",25,0.0
France,Fra_309,Natural Gas,"Dirinon Combustion Gas Power Plant, France",26,0.0
France,Fra_309,Natural Gas,"Dirinon Combustion Gas Power Plant, France",27,0.0
France,Fra_309,Natural Gas,"Dirinon Combustion Gas Power Plant, France",28,0.0
France,Fra_309,Natural Gas,"Dirinon Combustion Gas Power Plant, France",29,0.0
France,Fra_309,Natural Gas,"Dirinon Combustion Gas Power Plant, France",30,0.0
France,Fra_309,Natural Gas,"Dirinon Combustion Gas Power Plant, France",31,0.0
France,Fra_309,Natural Gas,"Dirinon Combustion Gas Power Plant, France",32,0.0
France,Fra_309,Natural Gas,"Dirinon Combustion Gas Power Plant, France",33,0.0
France,Fra_309,Natural Gas,"Dirinon Combustion Gas Power Plant, France",34,0.0
France,Fra_309,Natural Gas,"Dirinon Combustion Gas Power Plant, France",35,0.0
France,Fra_309,Natural Gas,"Dirinon Combustion Gas Power Plant, France",36,0.0
France,Fra_309,Natural Gas,"Dirinon Combustion Gas Power Plant, France",37,0.0
France,Fra_309,Natural Gas,"Dirinon Combustion Gas Power Plant, France",38,0.0
France,Fra_309,Natural Gas,"Dirinon Combustion Gas Power Plant, France",39,0.0
France,Fra_309,Natural Gas,"Dirinon Combustion Gas Power Plant, France",40,0.0
France,Fra_309,Natural Gas,"Dirinon Combustion Gas Power Plant, France",41,0.0
France,Fra_309,Natural Gas,"Dirinon Combustion Gas Power Plant, France",42,0.0
France,Fra_309,Natural Gas,"Dirinon Combustion Gas Power Plant, France",43,0.0
France,Fra_309,Natural Gas,"Dirinon Combustion Gas Power Plant, France",44,0.0
France,Fra_309,Natural Gas,"Dirinon Combustion Gas Power Plant, France",45,0.0
France,Fra_309,Natural Gas,"Dirinon Combustion Gas Power Plant, France",46,0.0
France,Fra_309,Natural Gas,"Dirinon Combustion Gas Power Plant, France",47,0.0
France,Fra_309,Natural Gas,"Dirinon Combustion Gas Power Plant, France",48,0.0
France,Fra_309,Natural Gas,"Dirinon Combustion Gas Power Plant, France",49,0.0
France,Fra_309,Natural Gas,"Dirinon Combustion Gas Power Plant, France",50,0.0
France,Fra_309,Natural Gas,"Dirinon Combustion Gas Power Plant, France",51,0.0
France,Fra_309,Natural Gas,"Dirinon Combustion Gas Power Plant, France",52,0.0
France,Fra_309,Natural Gas,"Dirinon Combustion Gas Power Plant, France",53,0.0
France,Fra_309,Natural Gas,"Dirinon Combustion Gas Power Plant, France",54,0.0
France,Fra_309,Natural Gas,"Dirinon Combustion Gas Power Plant, France",55,0.0
France,Fra_309,Natural Gas,"Dirinon Combustion Gas Power Plant, France",56,0.0
France,Fra_309,Natural Gas,"Dirinon Combustion Gas Power Plant, France",57,0.0
France,Fra_309,Natural Gas,"Dirinon Combustion Gas Power Plant, France",58,0.0
France,Fra_309,Natural Gas,"Dirinon Combustion Gas Power Plant, France",59,0.0
France,Fra_309,Natural Gas,"Dirinon Combustion Gas Power Plant, France",60,0.0
France,Fra_309,Natural Gas,"Dirinon Combustion Gas Power Plant, France",61,0.0
France,Fra_309,Natural Gas,"Dirinon Combustion Gas Power Plant, France",62,0.0
France,Fra_309,Natural Gas,"Dirinon Combustion Gas Power Plant, France",63,0.0
France,Fra_309,Natural Gas,"Dirinon Combustion Gas Power Plant, France",64,0.0
France,Fra_309,Natural Gas,"Dirinon Combustion Gas Power Plant, France",65,0.0
France,Fra_309,Natural Gas,"Dirinon Combustion Gas Power Plant, France",66,0.0
France,Fra_309,Natural Gas,"Dirinon Combustion Gas Power Plant, France",67,0.0
France,Fra_309,Natural Gas,"Dirinon Combustion Gas Power Plant, France",68,0.0
France,Fra_309,Natural Gas,"Dirinon Combustion Gas Power Plant, France",69,0.0
France,Fra_309,Natural Gas,"Dirinon Combustion Gas Power Plant, France",70,0.0
France,Fra_309,Natural Gas,"Dirinon Combustion Gas Power Plant, France",71,0.0
France,Fra_309,Natural Gas,"Dirinon Combustion Gas Power Plant, France",72,0.0
France,Fra_309,Natural Gas,"Dirinon Combustion Gas Power Plant, France",73,0.0
France,Fra_309,Natural Gas,"Dirinon Combustion Gas Power Plant, France",74,0.0
France,Fra_309,Natural Gas,"Dirinon Combustion Gas Power Plant, France",75,0.0
France,Fra_309,Natural Gas,"Dirinon Combustion Gas Power Plant, France",76,0.0
France,Fra_309,Natural Gas,"Dirinon Combustion Gas Power Plant, France",77,0.0
France,Fra_309,Natural Gas,"Dirinon Combustion Gas Power Plant, France",78,0.0
France,Fra_309,Natural Gas,"Dirinon Combustion Gas Power Plant, France",79,0.0
France,Fra_309,Natural Gas,"Dirinon Combustion Gas Power Plant, France",80,0.0
France,Fra_309,Natural Gas,"Dirinon Combustion Gas Power Plant, France",81,0.0
France,Fra_309,Natural Gas,"Dirinon Combustion Gas Power Plant, France",82,0.0
France,Fra_309,Natural Gas,"Dirinon Combustion Gas Power Plant, France",83,0.0
France,Fra_309,Natural Gas,"Dirinon Combustion Gas Power Plant, France",84,0.0
France,Fra_309,Natural Gas,"Dirinon Combustion Gas Power Plant, France",85,0.0
France,Fra_309,Natural Gas,"Dirinon Combustion Gas Power Plant, France",86,0.0
France,Fra_309,Natural Gas,"Dirinon Combustion Gas Power Plant, France",87,0.0
France,Fra_309,Natural Gas,"Dirinon Combustion Gas Power Plant, France",88,0.0
France,Fra_309,Natural Gas,"Dirinon Combustion Gas Power Plant, France",89,0.0
France,Fra_309,Natural Gas,"Dirinon Combustion Gas Power Plant, France",90,0.0
France,Fra_309,Natural Gas,"Dirinon Combustion Gas Power Plant, France",91,0.0
France,Fra_309,Natural Gas,"Dirinon Combustion Gas Power Plant, France",92,0.0
France,Fra_309,Natural Gas,"Dirinon Combustion Gas Power Plant, France",93,0.0
France,Fra_309,Natural Gas,"Dirinon Combustion Gas Power Plant, France",94,0.0
France,Fra_309,Natural Gas,"Dirinon Combustion Gas Power Plant, France",95,0.0
France,Fra_309,Natural Gas,"Dirinon Combustion Gas Power Plant, France",96,0.0
France,Fra_307,Coal,Courrieres Coal Power Plant France (Shutdown),1,0.0
France,Fra_307,Coal,Courrieres Coal Power Plant France (Shutdown),2,0.0
France,Fra_307,Coal,Courrieres Coal Power Plant France (Shutdown),3,0.0
France,Fra_307,Coal,Courrieres Coal Power Plant France (Shutdown),4,0.0
France,Fra_307,Coal,Courrieres Coal Power Plant France (Shutdown),5,0.0
France,Fra_307,Coal,Courrieres Coal Power Plant France (Shutdown),6,0.0
France,Fra_307,Coal,Courrieres Coal Power Plant France (Shutdown),7,0.0
France,Fra_307,Coal,Courrieres Coal Power Plant France (Shutdown),8,0.0
France,Fra_307,Coal,Courrieres Coal Power Plant France (Shutdown),9,0.0
France,Fra_307,Coal,Courrieres Coal Power Plant France (Shutdown),10,0.0
France,Fra_307,Coal,Courrieres Coal Power Plant France (Shutdown),11,0.0
France,Fra_307,Coal,Courrieres Coal Power Plant France (Shutdown),12,0.0
France,Fra_307,Coal,Courrieres Coal Power Plant France (Shutdown),13,0.0
France,Fra_307,Coal,Courrieres Coal Power Plant France (Shutdown),14,0.0
France,Fra_307,Coal,Courrieres Coal Power Plant France (Shutdown),15,0.0
France,Fra_307,Coal,Courrieres Coal Power Plant France (Shutdown),16,0.0
France,Fra_307,Coal,Courrieres Coal Power Plant France (Shutdown),17,46.8
France,Fra_307,Coal,Courrieres Coal Power Plant France (Shutdown),18,46.8
France,Fra_307,Coal,Courrieres Coal Power Plant France (Shutdown),19,46.8
France,Fra_307,Coal,Courrieres Coal Power Plant France (Shutdown),20,234.0
France,Fra_307,Coal,Courrieres Coal Power Plant France (Shutdown),21,234.0
France,Fra_307,Coal,Courrieres Coal Power Plant France (Shutdown),22,234.0
France,Fra_307,Coal,Courrieres Coal Power Plant France (Shutdown),23,234.0
France,Fra_307,Coal,Courrieres Coal Power Plant France (Shutdown),24,234.0
France,Fra_307,Coal,Courrieres Coal Power Plant France (Shutdown),25,234.0
France,Fra_307,Coal,Courrieres Coal Power Plant France (Shutdown),26,234.0
France,Fra_307,Coal,Courrieres Coal Power Plant France (Shutdown),27,234.0
France,Fra_307,Coal,Courrieres Coal Power Plant France (Shutdown),28,234.0
France,Fra_307,Coal,Courrieres Coal Power Plant France (Shutdown),29,234.0
France,Fra_307,Coal,Courrieres Coal Power Plant France (Shutdown),30,46.8
France,Fra_307,Coal,Courrieres Coal Power Plant France (Shutdown),31,46.8
