zone,bus,fuel,generator,time,value
Belgium,Bel_10,Coal,Ruien Thermal Power Plant Belgium,26,889.0
Belgium,Bel_10,Coal,Ruien Thermal Power Plant Belgium,27,889.0
Belgium,Bel_10,Coal,Ruien Thermal Power Plant Belgium,28,889.0
Belgium,Bel_10,Coal,Ruien Thermal Power Plant Belgium,29,889.0
Belgium,Bel_10,Coal,Ruien Thermal Power Plant Belgium,30,889.0
Belgium,Bel_10,Coal,Ruien Thermal Power Plant Belgium,31,889.0
Belgium,Bel_10,Coal,Ruien Thermal Power Plant Belgium,32,889.0
Belgium,Bel_10,Coal,Ruien Thermal Power Plant Belgium,33,889.0
Belgium,Bel_10,Coal,Ruien Thermal Power Plant Belgium,34,889.0
Belgium,Bel_10,Coal,Ruien Thermal Power Plant Belgium,35,889.0
Belgium,Bel_10,Coal,Ruien Thermal Power Plant Belgium,36,889.0
Belgium,Bel_10,Coal,Ruien Thermal Power Plant Belgium,37,889.0
Belgium,Bel_10,Coal,Ruien Thermal Power Plant Belgium,38,889.0
Belgium,Bel_10,Coal,Ruien Thermal Power Plant Belgium,39,889.0
Belgium,Bel_10,Coal,Ruien Thermal Power Plant Belgium,40,889.0
Belgium,Bel_10,Coal,Ruien Thermal Power Plant Belgium,41,889.0
Belgium,Bel_10,Coal,Ruien Thermal Power Plant Belgium,42,889.0
Belgium,Bel_10,Coal,Ruien Thermal Power Plant Belgium,43,889.0
Belgium,Bel_10,Coal,Ruien Thermal Power Plant Belgium,44,889.0
Belgium,Bel_10,Coal,Ruien Thermal Power Plant Belgium,45,889.0
Belgium,Bel_10,Coal,Ruien Thermal Power Plant Belgium,46,889.0
Belgium,Bel_10,Coal,Ruien Thermal Power Plant Belgium,47,889.0
Belgium,Bel_10,Coal,Ruien Thermal Power Plant Belgium,48,889.0
Belgium,Bel_10,Coal,Ruien Thermal Power Plant Belgium,49,177.8
Belgium,Bel_10,Coal,Ruien Thermal Power Plant Belgium,50,889.0
Belgium,Bel_10,Coal,Ruien Thermal Power Plant Belgium,51,889.0
Belgium,Bel_10,Coal,Ruien Thermal Power Plant Belgium,52,889.0
Belgium,Bel_10,Coal,Ruien Thermal Power Plant Belgium,53,889.0
Belgium,Bel_10,Coal,Ruien Thermal Power Plant Belgium,54,889.0
Belgium,Bel_10,Coal,Ruien Thermal Power Plant Belgium,55,889.0
Belgium,Bel_10,Coal,Ruien Thermal Power Plant Belgium,56,889.0
Belgium,Bel_10,Coal,Ruien Thermal Power Plant Belgium,57,177.8
Belgium,Bel_10,Coal,Ruien Thermal Power Plant Belgium,58,278.0413767449096
Belgium,Bel_10,Coal,Ruien Thermal Power Plant Belgium,59,884.766198210827
Belgium,Bel_10,Coal,Ruien Thermal Power Plant Belgium,60,889.0
Belgium,Bel_10,Coal,Ruien Thermal Power Plant Belgium,61,889.0
Belgium,Bel_10,Coal,Ruien Thermal Power Plant Belgium,62,889.0
Belgium,Bel_10,Coal,Ruien Thermal Power Plant Belgium,63,889.0
Belgium,Bel_10,Coal,Ruien Thermal Power Plant Belgium,64,889.0
Belgium,Bel_10,Coal,Ruien Thermal Power Plant Belgium,65,889.0
Belgium,Bel_10,Coal,Ruien Thermal Power Plant Belgium,66,889.0
Belgium,Bel_10,Coal,Ruien Thermal Power Plant Belgium,67,889.0
Belgium,Bel_10,Coal,Ruien Thermal Power Plant Belgium,68,889.0
Belgium,Bel_10,Coal,Ruien Thermal Power Plant Belgium,69,889.0
Belgium,Bel_10,Coal,Ruien Thermal Power Plant Belgium,70,889.0
Belgium,Bel_10,Coal,Ruien Thermal Power Plant Belgium,71,889.0
Belgium,Bel_10,Coal,Ruien Thermal Power Plant Belgium,72,654.9560450783173
Belgium,Bel_10,Coal,Ruien Thermal Power Plant Belgium,73,177.8
Belgium,Bel_10,Coal,Ruien Thermal Power Plant Belgium,74,425.15588637430835
Belgium,Bel_10,Coal,Ruien Thermal Power Plant Belgium,75,750.6285726308215
Belgium,Bel_10,Coal,Ruien Thermal Power Plant Belgium,76,889.0
Belgium,Bel_10,Coal,Ruien Thermal Power Plant Belgium,77,889.0
Belgium,Bel_10,Coal,Ruien Thermal Power Plant Belgium,78,889.0
Belgium,Bel_10,Coal,Ruien Thermal Power Plant Belgium,79,889.0
Belgium,Bel_10,Coal,Ruien Thermal Power Plant Belgium,80,889.0
Belgium,Bel_10,Coal,Ruien Thermal Power Plant Belgium,81,889.0
Belgium,Bel_10,Coal,Ruien Thermal Power Plant Belgium,82,889.0
Belgium,Bel_10,Coal,Ruien Thermal Power Plant Belgium,83,889.0
Belgium,Bel_10,Coal,Ruien Thermal Power Plant Belgium,84,889.0
Belgium,Bel_10,Coal,Ruien Thermal Power Plant Belgium,85,889.0
Belgium,Bel_10,Coal,Ruien Thermal Power Plant Belgium,86,889.0
Belgium,Bel_10,Coal,Ruien Thermal Power Plant Belgium,87,889.0
Belgium,Bel_10,Coal,Ruien Thermal Power Plant Belgium,88,889.0
Belgium,Bel_10,Coal,Ruien Thermal Power Plant Belgium,89,889.0
Belgium,Bel_10,Coal,Ruien Thermal Power Plant Belgium,90,889.0
Belgium,Bel_10,Coal,Ruien Thermal Power Plant Belgium,91,889.0
Belgium,Bel_10,Coal,Ruien Thermal Power Plant Belgium,92,889.0
Belgium,Bel_10,Coal,Ruien Thermal Power Plant Belgium,93,889.0
Belgium,Bel_10,Coal,Ruien Thermal Power Plant Belgium,94,889.0
Belgium,Bel_10,Coal,Ruien Thermal Power Plant Belgium,95,889.0
Belgium,Bel_10,Coal,Ruien Thermal Power Plant Belgium,96,889.0
France,Fra_92,Coal,Centrale de Lucy Coal Power Station France,1,0.0
France,Fra_92,Coal,Centrale de Lucy Coal Power Station France,2,0.0
France,Fra_92,Coal,Centrale de Lucy Coal Power Station France,3,0.0
France,Fra_92,Coal,Centrale de Lucy Coal Power Station France,4,0.0
France,Fra_92,Coal,Centrale de Lucy Coal Power Station France,5,0.0
France,Fra_92,Coal,Centrale de Lucy Coal Power Station France,6,0.0
France,Fra_92,Coal,Centrale de Lucy Coal Power Station France,7,0.0
France,Fra_92,Coal,Centrale de Lucy Coal Power Station France,8,0.0
France,Fra_92,Coal,Centrale de Lucy Coal Power Station France,9,0.0
France,Fra_92,Coal,Centrale de Lucy Coal Power Station France,10,0.0
France,Fra_92,Coal,Centrale de Lucy Coal Power Station France,11,0.0
France,Fra_92,Coal,Centrale de Lucy Coal Power Station France,12,0.0
France,Fra_92,Coal,Centrale de Lucy Coal Power Station France,13,0.0
France,Fra_92,Coal,Centrale de Lucy Coal Power Station France,14,0.0
France,Fra_92,Coal,Centrale de Lucy Coal Power Station France,15,0.0
France,Fra_92,Coal,Centrale de Lucy Coal Power Station France,16,0.0
France,Fra_92,Coal,Centrale de Lucy Coal Power Station France,17,15.139313954884745
France,Fra_92,Coal,Centrale de Lucy Coal Power Station France,18,15.139313954884745
France,Fra_92,Coal,Centrale de Lucy Coal Power Station France,19,15.139313954884745
France,Fra_92,Coal,Centrale de Lucy Coal Power Station France,20,75.69656977442372
France,Fra_92,Coal,Centrale de Lucy Coal Power Station France,21,236.11092135308508
France,Fra_92,Coal,Centrale de Lucy Coal Power Station France,22,270.0
France,Fra_92,Coal,Centrale de Lucy Coal Power Station France,23,270.0
France,Fra_92,Coal,Centrale de Lucy Coal Power Station France,24,270.0
France,Fra_92,Coal,Centrale de Lucy Coal Power Station France,25,270.0
France,Fra_92,Coal,Centrale de Lucy Coal Power Station France,26,270.0
France,Fra_92,Coal,Centrale de Lucy Coal Power Station France,27,270.0
France,Fra_92,Coal,Centrale de Lucy Coal Power Station France,28,270.0
France,Fra_92,Coal,Centrale de Lucy Coal Power Station France,29,270.0
France,Fra_92,Coal,Centrale de Lucy Coal Power Station France,30,270.0
France,Fra_92,Coal,Centrale de Lucy Coal Power Station France,31,270.0
France,Fra_92,Coal,Centrale de Lucy Coal Power Station France,32,270.0
France,Fra_92,Coal,Centrale de Lucy Coal Power Station France,33,270.0
France,Fra_92,Coal,Centrale de Lucy Coal Power Station France,34,270.0
France,Fra_92,Coal,Centrale de Lucy Coal Power Station France,35,270.0
France,Fra_92,Coal,Centrale de Lucy Coal Power Station France,36,165.63088921115605
France,Fra_92,Coal,Centrale de Lucy Coal Power Station France,37,270.0
France,Fra_92,Coal,Centrale de Lucy Coal Power Station France,38,270.0
France,Fra_92,Coal,Centrale de Lucy Coal Power Station France,39,270.0
France,Fra_92,Coal,Centrale de Lucy Coal Power Station France,40,270.0
France,Fra_92,Coal,Centrale de Lucy Coal Power Station France,41,54.0
France,Fra_92,Coal,Centrale de Lucy Coal Power Station France,42,270.0
France,Fra_92,Coal,Centrale de Lucy Coal Power Station France,43,270.0
France,Fra_92,Coal,Centrale de Lucy Coal Power Station France,44,270.0
France,Fra_92,Coal,Centrale de Lucy Coal Power Station France,45,270.0
France,Fra_92,Coal,Centrale de Lucy Coal Power Station France,46,270.0
France,Fra_92,Coal,Centrale de Lucy Coal Power Station France,47,270.0
France,Fra_92,Coal,Centrale de Lucy Coal Power Station France,48,270.0
France,Fra_92,Coal,Centrale de Lucy Coal Power Station France,49,54.0
France,Fra_92,Coal,Centrale de Lucy Coal Power Station France,50,54.0
France,Fra_92,Coal,Centrale de Lucy Coal Power Station France,51,54.0
France,Fra_92,Coal,Centrale de Lucy Coal Power Station France,52,54.0
France,Fra_92,Coal,Centrale de Lucy Coal Power Station France,53,54.0
France,Fra_92,Coal,Centrale de Lucy Coal Power Station France,54,54.0
France,Fra_92,Coal,Centrale de Lucy Coal Power Station France,55,54.0
France,Fra_92,Coal,Centrale de Lucy Coal Power Station France,56,54.0
France,Fra_92,Coal,Centrale de Lucy Coal Power Station France,57,54.0
France,Fra_92,Coal,Centrale de Lucy Coal Power Station France,58,54.0
France,Fra_92,Coal,Centrale de Lucy Coal Power Station France,59,54.0
France,Fra_92,Coal,Centrale de Lucy Coal Power Station France,60,54.0
France,Fra_92,Coal,Centrale de Lucy Coal Power Station France,61,54.0
France,Fra_92,Coal,Centrale de Lucy Coal Power Station France,62,54.0
France,Fra_92,Coal,Centrale de Lucy Coal Power Station France,63,54.0
France,Fra_92,Coal,Centrale de Lucy Coal Power Station France,64,54.0
France,Fra_92,Coal,Centrale de Lucy Coal Power Station France,65,270.0
France,Fra_92,Coal,Centrale de Lucy Coal Power Station France,66,270.0
France,Fra_92,Coal,Centrale de Lucy Coal Power Station France,67,270.0
France,Fra_92,Coal,Centrale de Lucy Coal Power Station France,68,54.0
France,Fra_92,Coal,Centrale de Lucy Coal Power Station France,69,270.0
France,Fra_92,Coal,Centrale de Lucy Coal Power Station France,70,54.0
France,Fra_92,Coal,Centrale de Lucy Coal Power Station France,71,54.0
France,Fra_92,Coal,Centrale de Lucy Coal Power Station France,72,54.0
France,Fra_92,Coal,Centrale de Lucy Coal Power Station France,73,54.0
France,Fra_92,Coal,Centrale de Lucy Coal Power Station France,74,54.0
France,Fra_92,Coal,Centrale de Lucy Coal Power Station France,75,54.0
France,Fra_92,Coal,Centrale de Lucy Coal Power Station France,76,54.0
France,Fra_92,Coal,Centrale de Lucy Coal Power Station France,77,54.0
France,Fra_92,Coal,Centrale de Lucy Coal Power Station France,78,54.0
France,Fra_92,Coal,Centrale de Lucy Coal Power Station France,79,143.69126436696797
France,Fra_92,Coal,Centrale de Lucy Coal Power Station France,80,270.0
France,Fra_92,Coal,Centrale de Lucy Coal Power Station France,81,54.0
France,Fra_92,Coal,Centrale de Lucy Coal Power Station France,82,54.0
France,Fra_92,Coal,Centrale de Lucy Coal Power Station France,83,270.0
France,Fra_92,Coal,Centrale de Lucy Coal Power Station France,84,270.0
France,Fra_92,Coal,Centrale de Lucy Coal Power Station France,85,270.0
France,Fra_92,Coal,Centrale de Lucy Coal Power Station France,86,270.0
France,Fra_92,Coal,Centrale de Lucy Coal Power Station France,87,270.0
France,Fra_92,Coal,Centrale de Lucy Coal Power Station France,88,270.0
France,Fra_92,Coal,Centrale de Lucy Coal Power Station France,89,270.0
France,Fra_92,Coal,Centrale de Lucy Coal Power Station France,90,270.0
France,Fra_92,Coal,Centrale de Lucy Coal Power Station France,91,270.0
France,Fra_92,Coal,Centrale de Lucy Coal Power Station France,92,54.0
France,Fra_92,Coal,Centrale de Lucy Coal Power Station France,93,0.0
France,Fra_92,Coal,Centrale de Lucy Coal Power Station France,94,0.0
France,Fra_92,Coal,Centrale de Lucy Coal Power Station France,95,0.0
France,Fra_92,Coal,Centrale de Lucy Coal Power Station France,96,0.0
France,Fra_90,Nuclear,Chinon Nuclear Power Plant France,1,3816.0
France,Fra_90,Nuclear,Chinon Nuclear Power Plant France,2,3816.0
France,Fra_90,Nuclear,Chinon Nuclear Power Plant France,3,3816.0
France,Fra_90,Nuclear,Chinon Nuclear Power Plant France,4,3816.0
France,Fra_90,Nuclear,Chinon Nuclear Power Plant France,5,3816.0
France,Fra_90,Nuclear,Chinon Nuclear Power Plant France,6,3816.0
France,Fra_90,Nuclear,Chinon Nuclear Power Plant France,7,3816.0
France,Fra_90,Nuclear,Chinon Nuclear Power Plant France,8,3816.0
France,Fra_90,Nuclear,Chinon Nuclear Power Plant France,9,2746.0489784583997
France,Fra_90,Nuclear,Chinon Nuclear Power Plant France,10,3515.0378167869576
France,Fra_90,Nuclear,Chinon Nuclear Power Plant France,11,3075.560261317822
France,Fra_90,Nuclear,Chinon Nuclear Power Plant France,12,3529.591325790423
France,Fra_90,Nuclear,Chinon Nuclear Power Plant France,13,2796.7025530551255
France,Fra_90,Nuclear,Chinon Nuclear Power Plant France,14,3816.0
France,Fra_90,Nuclear,Chinon Nuclear Power Plant France,15,3816.0
France,Fra_90,Nuclear,Chinon Nuclear Power Plant France,16,3816.0
France,Fra_90,Nuclear,Chinon Nuclear Power Plant France,17,3816.0
France,Fra_90,Nuclear,Chinon Nuclear Power Plant France,18,3816.0
France,Fra_90,Nuclear,Chinon Nuclear Power Plant France,19,3816.0
France,Fra_90,Nuclear,Chinon Nuclear Power Plant France,20,3816.0
France,Fra_90,Nuclear,Chinon Nuclear Power Plant France,21,3816.0
France,Fra_90,Nuclear,Chinon Nuclear Power Plant France,22,3816.0
France,Fra_90,Nuclear,Chinon Nuclear Power Plant France,23,3816.0
France,Fra_90,Nuclear,Chinon Nuclear Power Plant France,24,3816.0
France,Fra_90,Nuclear,Chinon Nuclear Power Plant France,25,3816.0
France,Fra_90,Nuclear,Chinon Nuclear Power Plant France,26,3816.0
France,Fra_90,Nuclear,Chinon Nuclear Power Plant France,27,3816.0
France,Fra_90,Nuclear,Chinon Nuclear Power Plant France,28,3816.0
France,Fra_90,Nuclear,Chinon Nuclear Power Plant France,29,3816.0
France,Fra_90,Nuclear,Chinon Nuclear Power Plant France,30,3816.0
France,Fra_90,Nuclear,Chinon Nuclear Power Plant France,31,3816.0
France,Fra_90,Nuclear,Chinon Nuclear Power Plant France,32,3816.0
France,Fra_90,Nuclear,Chinon Nuclear Power Plant France,33,3816.0
France,Fra_90,Nuclear,Chinon Nuclear Power Plant France,34,3816.0
France,Fra_90,Nuclear,Chinon Nuclear Power Plant France,35,3816.0
France,Fra_90,Nuclear,Chinon Nuclear Power Plant France,36,3816.0
France,Fra_90,Nuclear,Chinon Nuclear Power Plant France,37,3816.0
France,Fra_90,Nuclear,Chinon Nuclear Power Plant France,38,3816.0
France,Fra_90,Nuclear,Chinon Nuclear Power Plant France,39,3816.0
France,Fra_90,Nuclear,Chinon Nuclear Power Plant France,40,3816.0
France,Fra_90,Nuclear,Chinon Nuclear Power Plant France,41,3816.0
France,Fra_90,Nuclear,Chinon Nuclear Power Plant France,42,3816.0
France,Fra_90,Nuclear,Chinon Nuclear Power Plant France,43,3816.0
France,Fra_90,Nuclear,Chinon Nuclear Power Plant France,44,3816.0
France,Fra_90,Nuclear,Chinon Nuclear Power Plant France,45,3816.0
France,Fra_90,Nuclear,Chinon Nuclear Power Plant France,46,3816.0
France,Fra_90,Nuclear,Chinon Nuclear Power Plant France,47,3816.0
France,Fra_90,Nuclear,Chinon Nuclear Power Plant France,48,3816.0
France,Fra_90,Nuclear,Chinon Nuclear Power Plant France,49,3816.0
France,Fra_90,Nuclear,Chinon Nuclear Power Plant France,50,3816.0
France,Fra_90,Nuclear,Chinon Nuclear Power Plant France,51,3816.0
France,Fra_90,Nuclear,Chinon Nuclear Power Plant France,52,3816.0
France,Fra_90,Nuclear,Chinon Nuclear Power Plant France,53,3816.0
France,Fra_90,Nuclear,Chinon Nuclear Power Plant France,54,3816.0
France,Fra_90,Nuclear,Chinon Nuclear Power Plant France,55,3816.0
France,Fra_90,Nuclear,Chinon Nuclear Power Plant France,56,3816.0
France,Fra_90,Nuclear,Chinon Nuclear Power Plant France,57,3816.0
France,Fra_90,Nuclear,Chinon Nuclear Power Plant France,58,3816.0
France,Fra_90,Nuclear,Chinon Nuclear Power Plant France,59,3816.0
France,Fra_90,Nuclear,Chinon Nuclear Power Plant France,60,3816.0
France,Fra_90,Nuclear,Chinon Nuclear Power Plant France,61,3816.0
France,Fra_90,Nuclear,Chinon Nuclear Power Plant France,62,3816.0
France,Fra_90,Nuclear,Chinon Nuclear Power Plant France,63,3816.0
France,Fra_90,Nuclear,Chinon Nuclear Power Plant France,64,3816.0
France,Fra_90,Nuclear,Chinon Nuclear Power Plant France,65,3816.0
France,Fra_90,Nuclear,Chinon Nuclear Power Plant France,66,3816.0
France,Fra_90,Nuclear,Chinon Nuclear Power Plant France,67,3816.0
France,Fra_90,Nuclear,Chinon Nuclear Power Plant France,68,3816.0
France,Fra_90,Nuclear,Chinon Nuclear Power Plant France,69,3816.0
France,Fra_90,Nuclear,Chinon Nuclear Power Plant France,70,3816.0
France,Fra_90,Nuclear,Chinon Nuclear Power Plant France,71,3816.0
France,Fra_90,Nuclear,Chinon Nuclear Power Plant France,72,3816.0
France,Fra_90,Nuclear,Chinon Nuclear Power Plant France,73,3816.0
France,Fra_90,Nuclear,Chinon Nuclear Power Plant France,74,3816.0
France,Fra_90,Nuclear,Chinon Nuclear Power Plant France,75,3816.0
France,Fra_90,Nuclear,Chinon Nuclear Power Plant France,76,3816.0
France,Fra_90,Nuclear,Chinon Nuclear Power Plant France,77,3816.0
France,Fra_90,Nuclear,Chinon Nuclear Power Plant France,78,3816.0
France,Fra_90,Nuclear,Chinon Nuclear Power Plant France,79,3816.0
France,Fra_90,Nuclear,Chinon Nuclear Power Plant France,80,3816.0
France,Fra_90,Nuclear,Chinon Nuclear Power Plant France,81,3816.0
France,Fra_90,Nuclear,Chinon Nuclear Power Plant France,82,3816.0
France,Fra_90,Nuclear,Chinon Nuclear Power Plant France,83,3816.0
France,Fra_90,Nuclear,Chinon Nuclear Power Plant France,84,3816.0
France,Fra_90,Nuclear,Chinon Nuclear Power Plant France,85,3816.0
France,Fra_90,Nuclear,Chinon Nuclear Power Plant France,86,3816.0
France,Fra_90,Nuclear,Chinon Nuclear Power Plant France,87,3816.0
France,Fra_90,Nuclear,Chinon Nuclear Power Plant France,88,3816.0
France,Fra_90,Nuclear,Chinon Nuclear Power Plant France,89,3816.0
France,Fra_90,Nuclear,Chinon Nuclear Power Plant France,90,3816.0
France,Fra_90,Nuclear,Chinon Nuclear Power Plant France,91,3816.0
France,Fra_90,Nuclear,Chinon Nuclear Power Plant France,92,3816.0
France,Fra_90,Nuclear,Chinon Nuclear Power Plant France,93,3816.0
France,Fra_90,Nuclear,Chinon Nuclear Power Plant France,94,3816.0
France,Fra_90,Nuclear,Chinon Nuclear Power Plant France,95,3816.0
France,Fra_90,Nuclear,Chinon Nuclear Power Plant France,96,3816.0
France,Fra_69,Coal,Cordemais Thermal Power Station France,1,67.36586191732252
France,Fra_69,Coal,Cordemais Thermal Power Station France,2,13.473172383464515
France,Fra_69,Coal,Cordemais Thermal Power Station France,3,13.473172383464515
France,Fra_69,Coal,Cordemais Thermal Power Station France,4,13.473172383464515
France,Fra_69,Coal,Cordemais Thermal Power Station France,5,13.473172383464515
France,Fra_69,Coal,Cordemais Thermal Power Station France,6,13.473172383464515
France,Fra_69,Coal,Cordemais Thermal Power Station France,7,13.473172383464515
France,Fra_69,Coal,Cordemais Thermal Power Station France,8,13.473172383464524
France,Fra_69,Coal,Cordemais Thermal Power Station France,9,13.473172383464515
France,Fra_69,Coal,Cordemais Thermal Power Station France,10,13.473172383464515
France,Fra_69,Coal,Cordemais Thermal Power Station France,11,13.473172383464515
France,Fra_69,Coal,Cordemais Thermal Power Station France,12,13.473172383464515
France,Fra_69,Coal,Cordemais Thermal Power Station France,13,13.473172383464515
France,Fra_69,Coal,Cordemais Thermal Power Station France,14,13.473172383464515
France,Fra_69,Coal,Cordemais Thermal Power Station France,15,13.473172383464506
France,Fra_69,Coal,Cordemais Thermal Power Station France,16,67.36586191732253
France,Fra_69,Coal,Cordemais Thermal Power Station France,17,49.68920180408275
France,Fra_69,Coal,Cordemais Thermal Power Station France,18,49.68920180408275
France,Fra_69,Coal,Cordemais Thermal Power Station France,19,248.44600902041375
France,Fra_69,Coal,Cordemais Thermal Power Station France,20,248.44600902041373
France,Fra_69,Coal,Cordemais Thermal Power Station France,21,97.69911734432945
France,Fra_69,Coal,Cordemais Thermal Power Station France,22,209.72093706478566
France,Fra_69,Coal,Cordemais Thermal Power Station France,23,410.5053813892505
France,Fra_69,Coal,Cordemais Thermal Power Station France,24,193.12640641491194
France,Fra_69,Coal,Cordemais Thermal Power Station France,25,1879.9578933944824
France,Fra_69,Coal,Cordemais Thermal Power Station France,26,1879.9578933944824
France,Fra_69,Coal,Cordemais Thermal Power Station France,27,452.64234697887775
France,Fra_69,Coal,Cordemais Thermal Power Station France,28,1879.9578933944824
France,Fra_69,Coal,Cordemais Thermal Power Station France,29,2306.861232936478
France,Fra_69,Coal,Cordemais Thermal Power Station France,30,461.37224658729554
France,Fra_69,Coal,Cordemais Thermal Power Station France,31,461.37224658729554
France,Fra_69,Coal,Cordemais Thermal Power Station France,32,461.37224658729554
France,Fra_69,Coal,Cordemais Thermal Power Station France,33,447.899074203831
France,Fra_69,Coal,Cordemais Thermal Power Station France,34,447.899074203831
France,Fra_69,Coal,Cordemais Thermal Power Station France,35,447.899074203831
France,Fra_69,Coal,Cordemais Thermal Power Station France,36,447.899074203831
France,Fra_69,Coal,Cordemais Thermal Power Station France,37,999.244683507277
France,Fra_69,Coal,Cordemais Thermal Power Station France,38,615.1256210455322
France,Fra_69,Coal,Cordemais Thermal Power Station France,39,447.89907420383105
France,Fra_69,Coal,Cordemais Thermal Power Station France,40,2239.4953710191553
France,Fra_69,Coal,Cordemais Thermal Power Station France,41,447.899074203831
France,Fra_69,Coal,Cordemais Thermal Power Station France,42,447.899074203831
France,Fra_69,Coal,Cordemais Thermal Power Station France,43,447.899074203831
France,Fra_69,Coal,Cordemais Thermal Power Station France,44,447.899074203831
France,Fra_69,Coal,Cordemais Thermal Power Station France,45,2239.495371019155
France,Fra_69,Coal,Cordemais Thermal Power Station France,46,447.899074203831
France,Fra_69,Coal,Cordemais Thermal Power Station France,47,447.899074203831
France,Fra_69,Coal,Cordemais Thermal Power Station France,48,447.899074203831
France,Fra_69,Coal,Cordemais Thermal Power Station France,49,411.6830447832127
France,Fra_69,Coal,Cordemais Thermal Power Station France,50,411.6830447832127
France,Fra_69,Coal,Cordemais Thermal Power Station France,51,411.6830447832127
France,Fra_69,Coal,Cordemais Thermal Power Station France,52,411.6830447832127
France,Fra_69,Coal,Cordemais Thermal Power Station France,53,411.6830447832127
France,Fra_69,Coal,Cordemais Thermal Power Station France,54,411.6830447832127
France,Fra_69,Coal,Cordemais Thermal Power Station France,55,411.6830447832127
France,Fra_69,Coal,Cordemais Thermal Power Station France,56,411.6830447832127
France,Fra_69,Coal,Cordemais Thermal Power Station France,57,411.6830447832127
France,Fra_69,Coal,Cordemais Thermal Power Station France,58,411.6830447832127
France,Fra_69,Coal,Cordemais Thermal Power Station France,59,411.6830447832127
France,Fra_69,Coal,Cordemais Thermal Power Station France,60,411.6830447832127
France,Fra_69,Coal,Cordemais Thermal Power Station France,61,411.6830447832127
France,Fra_69,Coal,Cordemais Thermal Power Station France,62,411.6830447832127
France,Fra_69,Coal,Cordemais Thermal Power Station France,63,411.6830447832127
France,Fra_69,Coal,Cordemais Thermal Power Station France,64,411.6830447832127
France,Fra_69,Coal,Cordemais Thermal Power Station France,65,411.6830447832127
France,Fra_69,Coal,Cordemais Thermal Power Station France,66,863.5744910674196
France,Fra_69,Coal,Cordemais Thermal Power Station France,67,411.6830447832127
France,Fra_69,Coal,Cordemais Thermal Power Station France,68,411.6830447832127
France,Fra_69,Coal,Cordemais Thermal Power Station France,69,411.6830447832127
France,Fra_69,Coal,Cordemais Thermal Power Station France,70,411.6830447832128
France,Fra_69,Coal,Cordemais Thermal Power Station France,71,411.6830447832128
France,Fra_69,Coal,Cordemais Thermal Power Station France,72,411.6830447832128
France,Fra_69,Coal,Cordemais Thermal Power Station France,73,411.6830447832127
France,Fra_69,Coal,Cordemais Thermal Power Station France,74,411.6830447832128
France,Fra_69,Coal,Cordemais Thermal Power Station France,75,411.6830447832128
France,Fra_69,Coal,Cordemais Thermal Power Station France,76,411.6830447832128
France,Fra_69,Coal,Cordemais Thermal Power Station France,77,495.6029420274502
France,Fra_69,Coal,Cordemais Thermal Power Station France,78,411.6830447832127
France,Fra_69,Coal,Cordemais Thermal Power Station France,79,411.6830447832127
France,Fra_69,Coal,Cordemais Thermal Power Station France,80,483.0471266792157
France,Fra_69,Coal,Cordemais Thermal Power Station France,81,832.1986767533559
France,Fra_69,Coal,Cordemais Thermal Power Station France,82,525.2843187639058
France,Fra_69,Coal,Cordemais Thermal Power Station France,83,970.738041537148
France,Fra_69,Coal,Cordemais Thermal Power Station France,84,2058.415223916064
France,Fra_69,Coal,Cordemais Thermal Power Station France,85,2058.415223916064
France,Fra_69,Coal,Cordemais Thermal Power Station France,86,2058.415223916064
France,Fra_69,Coal,Cordemais Thermal Power Station France,87,2058.415223916064
France,Fra_69,Coal,Cordemais Thermal Power Station France,88,2058.415223916064
France,Fra_69,Coal,Cordemais Thermal Power Station France,89,427.61470038126186
France,Fra_69,Coal,Cordemais Thermal Power Station France,90,426.01052211506124
France,Fra_69,Coal,Cordemais Thermal Power Station France,91,284.8145041602985
France,Fra_69,Coal,Cordemais Thermal Power Station France,92,385.16499503083287
France,Fra_69,Coal,Cordemais Thermal Power Station France,93,0.0
France,Fra_69,Coal,Cordemais Thermal Power Station France,94,0.0
France,Fra_69,Coal,Cordemais Thermal Power Station France,95,0.0
France,Fra_69,Coal,Cordemais Thermal Power Station France,96,0.0
France,Fra_69,Natural Gas,Montoir-de Bretagne CCGT Power Plant France,1,0.0
France,Fra_69,Natural Gas,Montoir-de Bretagne CCGT Power Plant France,2,0.0
France,Fra_69,Natural Gas,Montoir-de Bretagne CCGT Power Plant France,3,0.0
France,Fra_69,Natural Gas,Montoir-de Bretagne CCGT Power Plant France,4,0.0
France,Fra_69,Natural Gas,Montoir-de Bretagne CCGT Power Plant France,5,0.0
France,Fra_69,Natural Gas,Montoir-de Bretagne CCGT Power Plant France,6,0.0
France,Fra_69,Natural Gas,Montoir-de Bretagne CCGT Power Plant France,7,0.0
France,Fra_69,Natural Gas,Montoir-de Bretagne CCGT Power Plant France,8,0.0
France,Fra_69,Natural Gas,Montoir-de Bretagne CCGT Power Plant France,9,0.0
France,Fra_69,Natural Gas,Montoir-de Bretagne CCGT Power Plant France,10,0.0
France,Fra_69,Natural Gas,Montoir-de Bretagne CCGT Power Plant France,11,0.0
France,Fra_69,Natural Gas,Montoir-de Bretagne CCGT Power Plant France,12,0.0
France,Fra_69,Natural Gas,Montoir-de Bretagne CCGT Power Plant France,13,0.0
France,Fra_69,Natural Gas,Montoir-de Bretagne CCGT Power Plant France,14,0.0
