Unnamed: 0,id,dateTimeUtc,tso,cneName,cneEic,direction,hubFrom,hubTo,substationFrom,substationTo,elementType,fmaxType,contTso,contName,contingencies,presolved,ram,minRamFactor,minRamTarget,justification,imax,u,fmax,frm,frefInit,fnrao,fref,fcore,fall,fuaf,amr,ltaMargin,cva,iva,ftotalLtn,fltn,ptdf_Swi,ptdf_ALDE,ptdf_Aus,ptdf_Bel,ptdf_Cze,ptdf_Ger,ptdf_Fra,ptdf_Cro,ptdf_Hun,ptdf_Net,ptdf_Pol,ptdf_Rom,ptdf_Slv,ptdf_Slk,ptdf_Dnk,ptdf_Lux
987,248451424,2023-05-20T09:00:00Z,APG,Obersielach - Podlog 247 ,10T-AT-SI-00003P,OPPOSITE,Aus,Slv,Obersielach,Podlog,TieLine,SEASONAL,APG,Kainachtal - Maribor 473 400 kV Maribor - Kainachtal 1,"[{'number': 1, 'branchName': 'Kainachtal - Maribor 473', 'branchEic': '10T-AT-SI-00001T', 'hubFrom': 'AT', 'hubTo': 'SI', 'substationFrom': 'Kainachtal', 'substationTo': 'Maribor', 'elementType': 'TieLine'}, {'number': 2, 'branchName': '400 kV Maribor - Kainachtal 1', 'branchEic': '10T-AT-SI-00001T', 'hubFrom': 'SI', 'hubTo': 'AT', 'substationFrom': 'Maribor', 'substationTo': 'Kainachtal ', 'elementType': 'TieLine'}]",True,417.0,26.6,0.363,,930.0,220.0,362.0,37.0,-110.0,6.0,-116.0,-98.0,-63.0,-35.0,0.0,0.0,0.0,0.0,-92.0,6.0,-0.01331,-0.04324,-0.08578,-0.04269,-0.04191,-0.04492,-0.04143,0.02884,-0.01331,-0.04297,-0.03086,-0.00263,0.04986,-0.02197,-0.04297,-0.01331
988,248451427,2023-05-20T09:00:00Z,APG,Obersielach - Podlog 247 ,10T-AT-SI-00003P,DIRECT,Aus,Slv,Obersielach,Podlog,TieLine,SEASONAL,ELES,400 kV Cirkovce - Podlog,"[{'number': 1, 'branchName': '400 kV Cirkovce - Podlog', 'branchEic': '28T000000000301K', 'hubFrom': 'SI', 'hubTo': 'SI', 'substationFrom': 'Cirkovce', 'substationTo': 'Podlog', 'elementType': 'Line'}]",True,192.0,27.8,0.2,,930.0,220.0,362.0,37.0,158.0,-5.0,163.0,142.0,97.0,45.0,0.0,0.0,0.0,0.0,133.0,-9.0,0.01587,0.03764,0.07914,0.03679,0.03904,0.03947,0.03496,-0.03409,0.01587,0.03743,0.02924,0.00312,-0.06582,0.02284,0.03743,0.01587
989,248451428,2023-05-20T09:00:00Z,APG,Obersielach - Podlog 247 ,10T-AT-SI-00003P,OPPOSITE,Aus,Slv,Obersielach,Podlog,TieLine,SEASONAL,ELES,400 kV Cirkovce - Podlog,"[{'number': 1, 'branchName': '400 kV Cirkovce - Podlog', 'branchEic': '28T000000000301K', 'hubFrom': 'SI', 'hubTo': 'SI', 'substationFrom': 'Cirkovce', 'substationTo': 'Podlog', 'elementType': 'Line'}]",True,458.0,27.8,0.402,,930.0,220.0,362.0,37.0,-158.0,5.0,-163.0,-142.0,-97.0,-45.0,0.0,0.0,0.0,0.0,-133.0,9.0,-0.01587,-0.03764,-0.07914,-0.03679,-0.03904,-0.03947,-0.03496,0.03409,-0.01587,-0.03743,-0.02924,-0.00312,0.06582,-0.02284,-0.03743,-0.01587
990,248451430,2023-05-20T09:00:00Z,APG,Obersielach - Podlog 247 ,10T-AT-SI-00003P,OPPOSITE,Aus,Slv,Obersielach,Podlog,TieLine,SEASONAL,ELES,400 kV Cirkovce - Krsko,"[{'number': 1, 'branchName': '400 kV Cirkovce - Krsko', 'branchEic': '28T000000000300M', 'hubFrom': 'SI', 'hubTo': 'SI', 'substationFrom': 'Cirkovce', 'substationTo': 'Krsko', 'elementType': 'Line'}]",True,418.0,27.8,0.372,,930.0,220.0,362.0,37.0,-115.0,5.0,-120.0,-100.0,-66.0,-34.0,0.0,0.0,0.0,0.0,-93.0,7.0,-0.01426,-0.0398,-0.08089,-0.03919,-0.03894,-0.04148,-0.03782,0.03133,-0.01426,-0.03956,-0.02924,-0.0028,0.05771,-0.02173,-0.03956,-0.01426
991,248451485,2023-05-20T09:00:00Z,APG,Pleinting - St. Peter 258 ,10T-AT-DE-000037,OPPOSITE,Ger,Aus,Pleinting,St. Peter,TieLine,SEASONAL,TENNETGMBH,Pirach - Pleinting 257,"[{'number': 1, 'branchName': 'Pirach - Pleinting 257', 'branchEic': '11TD2L000000201H', 'hubFrom': 'DE', 'hubTo': 'DE', 'substationFrom': 'Pirach', 'substationTo': 'Pleinting', 'elementType': 'Line'}]",True,183.0,23.6,0.223,,1377.0,220.0,537.0,52.0,31.0,3.0,28.0,302.0,295.0,7.0,0.0,0.0,0.0,0.0,302.0,0.0,0.00343,-0.08252,0.04621,-0.08145,-0.02546,-0.0838,-0.0792,0.00347,0.00343,-0.08166,-0.03483,-7e-05,0.00348,-0.00515,-0.08166,0.00343
992,248451514,2023-05-20T09:00:00Z,APG,Rosegg - Villach Sued 267B ,14T-220-0-0267BG,DIRECT,Aus,Aus,Rosegg,Villach,Line,SEASONAL,APG,Feistritz - Villach 266C,"[{'number': 1, 'branchName': 'Feistritz - Villach 266C', 'branchEic': '14T-220-0-0266CH', 'hubFrom': 'AT', 'hubTo': 'AT', 'substationFrom': 'Feistritz ', 'substationTo': 'Villach', 'elementType': 'Line'}]",True,379.0,18.1,0.2,LFcalc = 16.8% ; LFaccept = 6.1%,2000.0,220.0,779.0,76.0,314.0,-4.0,318.0,323.0,305.0,18.0,0.0,0.0,0.0,0.0,324.0,1.0,-0.00135,-0.05299,-0.12053,-0.0542,-0.02376,-0.05483,-0.05612,0.00778,-0.00135,-0.05233,-0.02352,-0.00058,0.01217,-0.00855,-0.05233,-0.00135
993,248451547,2023-05-20T09:00:00Z,APG,Strass - Thaur 273B ,14T-220-0-0273BO,OPPOSITE,Aus,Aus,Strass,Thaur,Line,SEASONAL,APG,Strass - Thaur 274B,"[{'number': 1, 'branchName': 'Strass - Thaur 274B', 'branchEic': '14T-220-0-0274BL', 'hubFrom': 'AT', 'hubTo': 'AT', 'substationFrom': 'Strass', 'substationTo': 'Thaur', 'elementType': 'Line'}]",True,466.0,25.9,0.323,LFcalc = -50.5% ; LFaccept = 6.4%,1082.0,220.0,422.0,39.0,76.0,-2.0,78.0,-82.0,-56.0,-27.0,0.0,0.0,0.0,0.0,-83.0,-1.0,6e-05,0.03823,-0.058,0.03873,0.01229,0.04326,0.039,-0.00385,6e-05,0.03753,0.01508,0.00026,-0.00591,0.00423,0.03753,6e-05
994,248451846,2023-05-20T09:00:00Z,APG,Duernrohr 1 - Slavetice 437 ,10T-AT-CZ-00003X,DIRECT,Aus,Cze,Duernrohr 1,Slavetice,TieLine,SEASONAL,CEPS,Slavetice - Durnrohr - V438  Duernrohr 1 - Slavetice 438,"[{'number': 1, 'branchName': 'Slavetice - Durnrohr - V438 ', 'branchEic': '10T-AT-CZ-00004V', 'hubFrom': 'CZ', 'hubTo': 'AT', 'substationFrom': 'Slavetice ', 'substationTo': 'Durnrohr ', 'elementType': 'TieLine'}, {'number': 2, 'branchName': 'Duernrohr 1 - Slavetice 438', 'branchEic': '10T-AT-CZ-00004V', 'hubFrom': 'AT', 'hubTo': 'CZ', 'substationFrom': 'Duernrohr 1', 'substationTo': 'Slavetice', 'elementType': 'TieLine'}]",True,1997.0,34.5,0.365,LFcalc = -25.8% ; LFaccept = 55.5%,2419.0,380.0,1676.0,148.0,-424.0,-1.0,-423.0,-475.0,-441.0,-33.0,0.0,0.0,0.0,0.0,-469.0,6.0,-0.00773,-0.02736,0.09137,-0.02382,-0.23322,-0.02709,-0.01741,0.03562,-0.00773,-0.02887,-0.06627,-0.00317,0.05742,-0.06519,-0.02887,-0.00773
995,248451847,2023-05-20T09:00:00Z,APG,Duernrohr 1 - Slavetice 437 ,10T-AT-CZ-00003X,OPPOSITE,Aus,Cze,Duernrohr 1,Slavetice,TieLine,SEASONAL,CEPS,Slavetice - Durnrohr - V438  Duernrohr 1 - Slavetice 438,"[{'number': 1, 'branchName': 'Slavetice - Durnrohr - V438 ', 'branchEic': '10T-AT-CZ-00004V', 'hubFrom': 'CZ', 'hubTo': 'AT', 'substationFrom': 'Slavetice ', 'substationTo': 'Durnrohr ', 'elementType': 'TieLine'}, {'number': 2, 'branchName': 'Duernrohr 1 - Slavetice 438', 'branchEic': '10T-AT-CZ-00004V', 'hubFrom': 'AT', 'hubTo': 'CZ', 'substationFrom': 'Duernrohr 1', 'substationTo': 'Slavetice', 'elementType': 'TieLine'}]",True,1059.0,34.5,0.325,LFcalc = 25.8% ; LFaccept = 55.5%,2419.0,380.0,1676.0,148.0,424.0,1.0,423.0,475.0,441.0,33.0,0.0,0.0,0.0,0.0,469.0,-6.0,0.00773,0.02736,-0.09137,0.02382,0.23322,0.02709,0.01741,-0.03562,0.00773,0.02887,0.06627,0.00317,-0.05742,0.06519,0.02887,0.00773
996,248452008,2023-05-20T09:00:00Z,APG,Ernsthofen 2 - Ernsthofen 1 EHRHU42 ,14T-38220-EH0417,DIRECT,Aus,Aus,Ernsthofen 2 ,Ernsthofen 1 ,Transformer,SEASONAL,,,"[{'number': 1, 'branchName': None, 'branchEic': None, 'hubFrom': None, 'hubTo': None, 'substationFrom': None, 'substationTo': None, 'elementType': None}]",True,235.0,36.7,0.311,LFcalc = -11.5% ; LFaccept = 5.3%,1556.0,220.0,606.0,60.0,290.0,21.0,269.0,310.0,276.0,34.0,0.0,0.0,0.0,0.0,311.0,1.0,-0.00224,0.01427,0.08928,0.01475,-0.01162,0.01482,0.01555,0.00405,-0.00224,0.01392,0.0005,-0.00041,0.00763,-0.00474,0.01392,-0.00224
