"Load","BusLoad","DynamicProfileLoad","ReferenceValueLoad","LoadValuation"
"Load_F-201","F-201","LIM_LOAD",90.09,3000
"Load_F-200","F-200","RAL_LOAD",357.48,3000
"Load_F-199","F-199","RAL_LOAD",357.48,3000
"Load_F-198","F-198","RAL_LOAD",357.48,3000
"Load_F-197","F-197","PCH_LOAD",612.7,3000
"Load_F-196","F-196","PCH_LOAD",612.7,3000
"Load_F-194","F-194","RAL_LOAD",357.48,3000
"Load_F-193","F-193","AUV_LOAD",156.31,3000
"Load_F_Cornie","F_Cornie","RAL_LOAD",357.48,3000
"Load_F-190/19","F-190/19","PCH_LOAD",612.7,3000
"Load_F-189","F-189","RAL_LOAD",357.48,3000
"Load_F-188","F-188","AUV_LOAD",156.31,3000
"Load_F-187","F-187","BOUR_LOAD",281.67,3000
"Load_F-186","F-186","AUV_LOAD",156.31,3000
"Load_F_BoisTo","F_BoisTo","RAL_LOAD",357.48,3000
"Load_F-183","F-183","CEN_LOAD",587.27,3000
"Load_F-182","F-182","RAL_LOAD",357.48,3000
"Load_F-180","F-180","PCH_LOAD",612.7,3000
"Load_F-179","F-179","AUV_LOAD",156.31,3000
"Load_F-178","F-178","PLOI_LOAD",472.74,3000
"Load_F-177","F-177","BOUR_LOAD",135.96,3000
"Load_F-176","F-176","BOUR_LOAD",135.96,3000
"Load_F-175","F-175","PCH_LOAD",612.7,3000
"Load_F-173","F-173","CEN_LOAD",587.27,3000
"Load_F-172","F-172","PLOI_LOAD",472.74,3000
"Load_F-171","F-171","FRC_LOAD",214.25,3000
"Load_F-152","F-152","BOUR_LOAD",135.96,3000
"Load_F-170","F-170","PCH_LOAD",612.7,3000
"Load_F-169","F-169","BOUR_LOAD",135.96,3000
"Load_F-168","F-168","FRC_LOAD",214.25,3000
"Load_F-167","F-167","BOUR_LOAD",135.96,3000
"Load_F-166","F-166","BOUR_LOAD",135.96,3000
"Load_F-165","F-165","CEN_LOAD",587.27,3000
"Load_F-164","F-164","PLOI_LOAD",423.71,3000
"Load_F-163","F-163","FRC_LOAD",214.25,3000
"Load_F-162","F-162","PLOI_LOAD",403.55,3000
"Load_F-161","F-161","CEN_LOAD",587.27,3000
"Load_F-88","F-88","BRT_LOAD",297.68,3000
"Load_F-124","F-124","BOUR_LOAD",135.96,3000
"Load_F-150","F-150","BOUR_LOAD",135.96,3000
"Load_F-149","F-149","BOUR_LOAD",135.96,3000
"Load_F-125","F-125","BOUR_LOAD",135.96,3000
"Load_F-127","F-127","BOUR_LOAD",135.96,3000
"Load_F-148","F-148","FRC_LOAD",214.25,3000
"Load_F-147","F-147","PLOI_LOAD",403.55,3000
"Load_F-145","F-145","BOUR_LOAD",135.96,3000
"Load_F-128","F-128","PLOI_LOAD",230.36,3000
"Load_F-143","F-143","BOUR_LOAD",135.96,3000
"Load_F-144","F-144","CEN_LOAD",587.27,3000
"Load_F-135","F-135","FRC_LOAD",214.25,3000
"Load_F-136","F-136","PLOI_LOAD",403.55,3000
"Load_F-138","F-138","BRT_LOAD",357.82,3000
"Load_F-132","F-132","CEN_LOAD",587.27,3000
"Load_F-131","F-131","FRC_LOAD",214.25,3000
"Load_F-130","F-130","BRT_LOAD",357.82,3000
"Load_F-146","F-146","PLOI_LOAD",423.71,3000
"Load_F-126","F-126","BRT_LOAD",236.67,3000
"Load_F_Mambel","F_Mambel","FRC_LOAD",214.25,3000
"Load_F-123","F-123","BRT_LOAD",357.82,3000
"Load_F-122","F-122","PLOI_LOAD",259.62,3000
"Load_F-121","F-121","ALS_LOAD",634.75,3000
"Load_F-120","F-120","CEN_LOAD",587.27,3000
"Load_F-119","F-119","CHAR_LOAD",160.09,3000
"Load_F-82","F-82","CEN_LOAD",587.27,3000
"Load_F-115","F-115","BRT_LOAD",236.67,3000
"Load_F-114","F-114","CEN_LOAD",587.27,3000
"Load_F-113","F-113","BRT_LOAD",732.45,3000
"Load_F-134","F-134","BOUR_LOAD",135.96,3000
"Load_F-139","F-139","CEN_LOAD",587.27,3000
"Load_F_113","F_113","ALS_LOAD",634.75,3000
"Load_F-111","F-111","BOUR_LOAD",135.96,3000
"Load_F-110","F-110","CHAR_LOAD",160.09,3000
"Load_F-108","F-108","LOR_LOAD",266.71,3000
"Load_F-107","F-107","ALS_LOAD",634.75,3000
"Load_F-106","F-106","BNOR_LOAD",169.15,3000
"Load_F-105","F-105","IFR_LOAD",1403.4,3000
"Load_F-104","F-104","LOR_LOAD",266.71,3000
"Load_F-103","F-103","PLOI_LOAD",230.36,3000
"Load_F-154/15","F-154/15","PLOI_LOAD",403.55,3000
"Load_F-93","F-93","LOR_LOAD",266.71,3000
"Load_F-86","F-86","LOR_LOAD",267.71,3000
"Load_F-95","F-95","BRT_LOAD",236.67,3000
"Load_F-92","F-92","BRT_LOAD",236.67,3000
"Load_F-91","F-91","BRT_LOAD",345.03,3000
"Load_F-90","F-90","BNOR_LOAD",559.43,3000
"Load_F-159","F-159","PLOI_LOAD",423.71,3000
"Load_F-153","F-153","PLOI_LOAD",403.55,3000
"Load_F-87","F-87","CHAR_LOAD",160.09,3000
"Load_F-78","F-78","IFR_LOAD",1403.4,3000
"Load_F-84","F-84","BRT_LOAD",236.67,3000
"Load_F-158","F-158","FRC_LOAD",214.25,3000
"Load_F-83","F-83","LOR_LOAD",267.71,3000
"Load_F-140","F-140","CEN_LOAD",587.27,3000
"Load_F-80","F-80","BNOR_LOAD",183.24,3000
"Load_F-81","F-81","IFR_LOAD",1403.4,3000
"Load_F-79","F-79","BNOR_LOAD",183.65,3000
"Load_F-76","F-76","IFR_LOAD",1403.4,3000
"Load_F-77","F-77","IFR_LOAD",1403.4,3000
"Load_F-97","F-97","LOR_LOAD",266.71,3000
"Load_F-75","F-75","CHAR_LOAD",160.09,3000
"Load_F-96","F-96","CHAR_LOAD",160.09,3000
"Load_F-73","F-73","BRT_LOAD",243.36,3000
"Load_F-72","F-72","LOR_LOAD",266.71,3000
"Load_F-101","F-101","LOR_LOAD",266.71,3000
"Load_F-71","F-71","ALS_LOAD",634.75,3000
"Load_F-70","F-70","IFR_LOAD",1403.4,3000
"Load_F-69","F-69","CHAR_LOAD",160.09,3000
"Load_F-102","F-102","CHAR_LOAD",160.09,3000
"Load_F-68","F-68","LOR_LOAD",266.71,3000
"Load_F-67","F-67","IFR_LOAD",1403.4,3000
"Load_F-66","F-66","LOR_LOAD",266.71,3000
"Load_F-65","F-65","IFR_LOAD",1403.4,3000
"Load_F-64","F-64","IFR_LOAD",1403.4,3000
"Load_F-109","F-109","CEN_LOAD",587.27,3000
"Load_F-62","F-62","HNOR_LOAD",265.39,3000
"Load_F-61","F-61","HNOR_LOAD",265.39,3000
"Load_F-57","F-57","IFR_LOAD",1403.4,3000
"Load_F-116","F-116","PLOI_LOAD",230.36,3000
"Load_F-56","F-56","PCD_LOAD",204.52,3000
"Load_F-117","F-117","PLOI_LOAD",493.97,3000
"Load_F-55","F-55","CHAR_LOAD",160.09,3000
"Load_F-118","F-118","CEN_LOAD",587.27,3000
"Load_F-54","F-54","BNOR_LOAD",414.69,3000
"Load_F-53","F-53","HNOR_LOAD",265.39,3000
"Load_F-99","F-99","CEN_LOAD",587.27,3000
"Load_F-52","F-52","CHAR_LOAD",141.87,3000
"Load_F-322","F-322","MPY_LOAD",277.65,3000
"Load_F_Baixas","F_Baixas","LAN_LOAD",44.04,3000
"Load_F-51","F-51","BNOR_LOAD",598.84,3000
"Load_F-319","F-319","MPY_LOAD",277.65,3000
"Load_F-50","F-50","HNOR_LOAD",493.12,3000
"Load_F-318","F-318","AQUI_LOAD",461.49,3000
"Load_F-317","F-317","MPY_LOAD",266.82,3000
"Load_F-49","F-49","PCD_LOAD",204.52,3000
"Load_F-94","F-94","BRT_LOAD",297.68,3000
"Load_F-316","F-316","MPY_LOAD",277.65,3000
"Load_F-315","F-315","MPY_LOAD",266.82,3000
"Load_F-48","F-48","LOR_LOAD",266.71,3000
"Load_F-314","F-314","LAN_LOAD",261.02,3000
"Load_F-313","F-313","LAN_LOAD",261.02,3000
"Load_F-46/47","F-46/47","CHAR_LOAD",160.09,3000
"Load_F-312","F-312","LAN_LOAD",261.02,3000
"Load_F-311","F-311","AQUI_LOAD",340.83,3000
"Load_F-45","F-45","HNOR_LOAD",265.39,3000
"Load_F-310","F-310","PACA_LOAD",494.27,3000
"Load_F-309","F-309","LAN_LOAD",261.02,3000
"Load_F-44","F-44","PCD_LOAD",204.52,3000
"Load_F-308","F-308","LAN_LOAD",261.02,3000
"Load_F-307","F-307","MPY_LOAD",277.65,3000
"Load_F-43","F-43","CHAR_LOAD",160.09,3000
"Load_F-306","F-306","PACA_LOAD",494.27,3000
"Load_F-305","F-305","PACA_LOAD",494.27,3000
"Load_F-42","F-42","HNOR_LOAD",265.39,3000
"Load_F_Mougue","F_Mougue","AQUI_LOAD",221.13,3000
"Load_F-303","F-303","PACA_LOAD",494.27,3000
"Load_F-302","F-302","MPY_LOAD",228.43,3000
"Load_F-301","F-301","MPY_LOAD",228.43,3000
"Load_F-40","F-40","PCD_LOAD",204.52,3000
"Load_Lx-3","Lx-3","BE_LOAD",318.32,3000
"Load_Lx-2","Lx-2","BE_LOAD",311.4,3000
"Load_Lx-1","Lx-1","BE_LOAD",311.4,3000
"Load_NL-new1","NL-new1","NL_LOAD",639.87,3000
"Load_NL-22","NL-22","NL_LOAD",2491.23,3000
"Load_NL-20","NL-20","NL_LOAD",2596.81,3000
"Load_NL-19","NL-19","NL_LOAD",2490.74,3000
"Load_NL-16","NL-16","NL_LOAD",2277.94,3000
"Load_NL-14","NL-14","NL_LOAD",2171.29,3000
"Load_NL_Henge","NL_Henge","NL_LOAD",731.59,3000
"Load_NL-9","NL-9","NL_LOAD",678.65,3000
"Load_NL-8","NL-8","NL_LOAD",678.65,3000
"Load_NL-7","NL-7","NL_LOAD",678.65,3000
"Load_NL-6","NL-6","NL_LOAD",678.65,3000
"Load_NL_Meede","NL_Meede","NL_LOAD",411.65,3000
"Load_NL-3","NL-3","NL_LOAD",678.65,3000
"Load_NL-2","NL-2","NL_LOAD",678.65,3000
